strategy,year,legal_opportunity_count,funded_count,mean_shadow_native_return,median_shadow_native_return,mean_holding_days
ATRDR Bull,2018,112,112,-0.0059142362842803395,-0.0129297628691083,21.124813988095237
ATRDR Bull,2019,370,214,0.042490021497425694,0.0396213061654419,19.238804517133957
ATRDR Bull,2020,204,180,0.022010795445027147,0.02485697020114435,19.43148148148148
ATRDR Bull,2021,127,124,0.04922328275557046,0.040761657376270646,19.143985215053764
ATRDR Bull,2022,145,145,0.0041419755539494904,0.0026747041392448,21.093103448275862
ATRDR Bull,2023,212,151,0.01829381202677537,0.006341208073766,21.60692604856512
ATRDR Bull,2024,515,162,0.03299722796232276,0.0505649896637536,16.33449074074074
ATRDR Bull,2025,259,259,0.014548401339759114,0.0034743107488171,20.31153474903475
ATRDR Bull,2026,145,141,0.029830863444131973,0.0199361037684391,18.08054461942257
ATRDR Fast Bear,2019,2,2,0.07012498440618785,0.07012498440618785,25.114583333333336
ATRDR Fast Bear,2020,22,22,0.06423398355881055,0.0956087824351298,17.62121212121212
ATRDR Fast Bear,2021,8,8,0.07686810589347624,0.09560878243512985,11.075520833333334
ATRDR Fast Bear,2022,38,38,0.03610365968381997,0.0956087824351295,17.26425438596491
ATRDR Fast Bear,2023,3,3,-0.043248220562284334,-0.0695152497097739,23.743055555555554
ATRDR Fast Bear,2024,3,3,0.09560878243512973,0.0956087824351297,6.895833333333333
ATRDR Fast Bear,2025,20,20,0.078742816571375,0.0956087824351298,23.84479166666667
ATRDR Fast Bear,2026,13,13,0.04176658194250847,0.0956087824351297,19.294871794871796
ATRDR Slow Bear,2018,295,165,0.05276061818288267,0.0956087824351296,19.081439393939394
ATRDR Slow Bear,2019,12,12,0.007284361128911949,0.04409542720591865,24.262152777777775
ATRDR Slow Bear,2020,23,23,0.004272137986266503,0.0398262388764933,24.828804347826086
ATRDR Slow Bear,2021,53,53,0.04283439098834311,0.0715978756772171,21.73506289308176
ATRDR Slow Bear,2022,69,69,0.03191473487044123,0.0761023946172932,20.383756038647345
ATRDR Slow Bear,2023,35,35,0.043426463587692164,0.0723967319598092,19.051785714285714
ATRDR Slow Bear,2024,146,146,0.017744826995096583,0.0956087824351296,19.01541095890411
ATRDR Slow Bear,2025,11,11,0.07280217905300823,0.0956087824351298,20.732954545454547
ATRDR Slow Bear,2026,30,30,-0.0061418318067894915,0.09560878243512966,17.696527777777778
IFCGR,2018,194,0,,,
IFCGR,2019,21,0,,,
IFCGR,2020,10,0,,,
IFCGR,2021,23,0,,,
IFCGR,2022,35,0,,,
IFCGR,2023,9,0,,,
MCB,2018,72,70,0.014912949473927031,-0.00101589649386485,20.513988095238098
MCB,2019,272,168,0.054656928782735224,0.06317628757198279,18.743799603174605
MCB,2020,149,149,0.03553018211836096,0.0372370726955675,18.469658836689035
MCB,2021,91,91,0.04316027350018942,0.0422106357626949,19.38072344322344
MCB,2022,72,72,0.017706317777625772,0.011997409862549,20.62355324074074
MCB,2023,275,134,0.02327661608286961,0.00733886281892815,21.45429104477612
MCB,2024,324,121,0.04774584489949628,0.1454091816367262,14.959710743801653
MCB,2025,160,160,0.01368818334508726,0.0044784402476537,20.949739583333333
MCB,2026,90,87,0.04006711805838734,0.0199361037684389,17.376915708812263
OGR,2018,198,198,0.07108358490166303,0.0748941959409449,12.140835437710438
OGR,2019,23,23,0.050871341770325415,0.0456073546316214,15.184752415458938
OGR,2020,10,10,0.05918502260554274,0.06309563582580215,18.04361111111111
OGR,2021,24,24,0.044441655864143996,0.050968721537362954,12.060966435185184
OGR,2022,35,35,0.06683990480653935,0.0639582266336599,17.817837301587304
OGR,2023,9,9,0.015201819645905446,0.0213342330679427,17.82746913580247
OGR,2024,53,53,0.08181866508208518,0.0802672740171789,10.25091719077568
OGR,2025,31,31,0.034215549539723396,0.0407876232565042,17.201366487455196
OGR,2026,29,29,0.025399466054531583,0.0683437594085572,17.860919540229887
SMV6,2018,1,1,0.0440510153245416,0.0440510153245416,18.229166666666668
SMV6,2019,22,22,0.015160566317100338,-0.00515635901000835,31.869318181818183
SMV6,2020,37,37,0.04120985464896912,0.0054972638678171,28.347972972972972
SMV6,2021,17,17,0.005096814596140506,0.0008653848213165,13.175245098039214
SMV6,2022,14,0,,,
SMV6,2023,18,0,,,
