gap,mcb_mode,target,mechanic,block,feature,independent_dates,spearman_incremental_pnl,spearman_incremental_daily_return,basis
OGR,independent,G25,FULL_BOOK_NORMALIZATION,CONFIRMATION,index_realized_vol20_prior,484,0.016375803890015073,0.009660642939189643,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G25,FULL_BOOK_NORMALIZATION,CONFIRMATION,index_amount_prior,484,0.021121983997426822,0.02109480041567999,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G25,FULL_BOOK_NORMALIZATION,CONFIRMATION,current_account_drawdown,484,0.09030008943098314,0.07648588250272041,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G25,FULL_BOOK_NORMALIZATION,CONFIRMATION,gross_before,484,0.034747392640456606,0.03658703008627191,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G25,FULL_BOOK_NORMALIZATION,CONFIRMATION,prior_Demand_gross,484,0.0706057416279149,0.07151084027000941,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G25,FULL_BOOK_NORMALIZATION,CONFIRMATION,market_positive_ret20_share,484,-0.07462653432744225,-0.07205704269894397,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G25,FULL_BOOK_NORMALIZATION,DISCOVERY,index_realized_vol20_prior,973,0.04809029223851319,0.04905058279071663,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G25,FULL_BOOK_NORMALIZATION,DISCOVERY,index_amount_prior,973,0.03407305687481487,0.02936031682369635,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G25,FULL_BOOK_NORMALIZATION,DISCOVERY,current_account_drawdown,973,0.01902894091236232,0.025036869282357887,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G25,FULL_BOOK_NORMALIZATION,DISCOVERY,gross_before,973,0.04772386760959629,0.04623096411661321,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G25,FULL_BOOK_NORMALIZATION,DISCOVERY,prior_Demand_gross,973,0.005911044645348233,0.00305803666776237,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G25,FULL_BOOK_NORMALIZATION,DISCOVERY,market_positive_ret20_share,973,-0.054876274623430005,-0.05753346220901353,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G25,FULL_BOOK_NORMALIZATION,ROLLFORWARD_DIAGNOSTIC,index_realized_vol20_prior,649,0.03566031053272374,0.03441820183359649,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G25,FULL_BOOK_NORMALIZATION,ROLLFORWARD_DIAGNOSTIC,index_amount_prior,649,-0.0426257994414475,-0.04545069277069386,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G25,FULL_BOOK_NORMALIZATION,ROLLFORWARD_DIAGNOSTIC,current_account_drawdown,649,0.009035598815586158,0.012061895256597815,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G25,FULL_BOOK_NORMALIZATION,ROLLFORWARD_DIAGNOSTIC,gross_before,649,-0.0085661554021997,-0.008160534766193623,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G25,FULL_BOOK_NORMALIZATION,ROLLFORWARD_DIAGNOSTIC,prior_Demand_gross,649,-0.029418769215756944,-0.02085434210290167,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G25,FULL_BOOK_NORMALIZATION,ROLLFORWARD_DIAGNOSTIC,market_positive_ret20_share,649,-0.03815528703564947,-0.036117979385316044,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G50,FULL_BOOK_NORMALIZATION,CONFIRMATION,index_realized_vol20_prior,484,0.050861133698886125,0.05148683168821663,Continuous descriptive association only; no outcome-selected bins or policy
OGR,independent,G50,FULL_BOOK_NORMALIZATION,CONFIRMATION,index_amount_prior,484,0.0025476072125928933,0.012028878524663203,Continuous descriptive association only; no outcome-selected bins or policy
