feature,family,is_preregistered_primary,expected_winner_direction,outcome,outcome_type,n,rho,p_value,q_value_bh,cliffs_delta_positive_vs_negative,within_year_rank_rho,within_year_rank_n,loyo_same_sign_count,loyo_available_count,direction_stable,ex_best5_realized_pnl_rho,loyo_rhos_json,entry_year_rhos_json,baseline_block_rhos_json
advance_decline_balance,COMPLETENESS_ONLY,False,,round_trip_return,continuous,387,0.05653010435833653,0.2672714498367834,0.46787314926620144,,0.09008648737067705,387,7,8,True,0.050597249943294856,"{""2018"": 0.053381827346753494, ""2019"": 0.06439574411138992, ""2020"": 0.11239012357082807, ""2021"": 0.07646802102540443, ""2022"": 0.054778466965007294, ""2023"": 0.05613457447563479, ""2024"": -0.008073347256622095, ""2025"": 0.05889929856714611}","{""2018"": {""n"": 5, ""p_value"": null, ""rho"": null, ""status"": ""INSUFFICIENT_SAMPLE""}, ""2019"": {""n"": 51, ""p_value"": 0.8166726290208091, ""rho"": 0.033278253109374975, ""status"": ""ESTIMATED""}, ""2020"": {""n"": 65, ""p_value"": 0.3513218816158017, ""rho"": -0.11748242761313275, ""status"": ""ESTIMATED""}, ""2021"": {""n"": 61, ""p_value"": 0.928544144418817, ""rho"": -0.01172407893650551, ""status"": ""ESTIMATED""}, ""2022"": {""n"": 37, ""p_value"": 0.8549379206860278, ""rho"": -0.031116445727972772, ""status"": ""ESTIMATED""}, ""2023"": {""n"": 57, ""p_value"": 0.12933063558058314, ""rho"": 0.20329752745330734, ""status"": ""ESTIMATED""}, ""2024"": {""n"": 38, ""p_value"": 5.268217366078189e-06, ""rho"": 0.664954339775102, ""status"": ""ESTIMATED""}, ""2025"": {""n"": 73, ""p_value"": 0.3767330402399517, ""rho"": 0.1049820768800257, ""status"": ""ESTIMATED""}}","{""DEVELOPMENT_2024_2025"": {""n"": 111, ""p_value"": 0.008658388827320175, ""rho"": 0.24807857469515307, ""status"": ""ESTIMATED""}, ""EXTENDED_2018_2021"": {""n"": 182, ""p_value"": 0.3220567200359073, ""rho"": -0.07380985821615355, ""status"": ""ESTIMATED""}, ""HOLDOUT_O0_2022_2023"": {""n"": 94, ""p_value"": 0.25445389821260883, ""rho"": 0.11871271998674753, ""status"": ""ESTIMATED""}}"
advance_decline_balance,COMPLETENESS_ONLY,False,,mfe,continuous,387,0.14044382421858542,0.005646241841836144,0.032591715275021825,,0.13843699105096102,387,8,8,True,,"{""2018"": 0.13268003280902715, ""2019"": 0.14421606692221983, ""2020"": 0.12242889293187201, ""2021"": 0.16592652189048507, ""2022"": 0.1428468368304729, ""2023"": 0.13016933945345427, ""2024"": 0.11037216203665103, ""2025"": 0.18089537992449622}","{""2018"": {""n"": 5, ""p_value"": null, ""rho"": null, ""status"": ""INSUFFICIENT_SAMPLE""}, ""2019"": {""n"": 51, ""p_value"": 0.40723955374062104, ""rho"": 0.11857924475299736, ""status"": ""ESTIMATED""}, ""2020"": {""n"": 65, ""p_value"": 0.06282392220994204, ""rho"": 0.23209996356257964, ""status"": ""ESTIMATED""}, ""2021"": {""n"": 61, ""p_value"": 0.9828811601428121, ""rho"": 0.0028053100841299865, ""status"": ""ESTIMATED""}, ""2022"": {""n"": 37, ""p_value"": 0.9377188491358585, ""rho"": -0.013301686723408205, ""status"": ""ESTIMATED""}, ""2023"": {""n"": 57, ""p_value"": 0.15673416843638063, ""rho"": 0.19006859743720697, ""status"": ""ESTIMATED""}, ""2024"": {""n"": 38, ""p_value"": 0.014587062603683539, ""rho"": 0.39324783140342123, ""status"": ""ESTIMATED""}, ""2025"": {""n"": 73, ""p_value"": 0.7492659756134228, ""rho"": 0.038050407220888594, ""status"": ""ESTIMATED""}}","{""DEVELOPMENT_2024_2025"": {""n"": 111, ""p_value"": 0.1448674467555585, ""rho"": 0.13927918988024882, ""status"": ""ESTIMATED""}, ""EXTENDED_2018_2021"": {""n"": 182, ""p_value"": 0.06776174749216977, ""rho"": 0.13570368188336873, ""status"": ""ESTIMATED""}, ""HOLDOUT_O0_2022_2023"": {""n"": 94, ""p_value"": 0.2866222300673639, ""rho"": 0.11104969043468697, ""status"": ""ESTIMATED""}}"
advance_decline_balance,COMPLETENESS_ONLY,False,,mae,continuous,387,0.0061949908917333565,0.9033134221673815,0.9498408723041437,,0.02307157020365042,387,6,8,False,,"{""2018"": -0.0013006695057718462, ""2019"": 0.01227594124081706, ""2020"": 0.07947867958146364, ""2021"": 0.021704865722831326, ""2022"": 0.001027139102025689, ""2023"": 0.01069349697655357, ""2024"": -0.0704468015008766, ""2025"": 0.009688192823215277}","{""2018"": {""n"": 5, ""p_value"": null, ""rho"": null, ""status"": ""INSUFFICIENT_SAMPLE""}, ""2019"": {""n"": 51, ""p_value"": 0.8727193635285421, ""rho"": -0.023000479700085015, ""status"": ""ESTIMATED""}, ""2020"": {""n"": 65, ""p_value"": 0.031001387621252388, ""rho"": -0.26783749301363025, ""status"": ""ESTIMATED""}, ""2021"": {""n"": 61, ""p_value"": 0.663153203684195, ""rho"": -0.05690015736678746, ""status"": ""ESTIMATED""}, ""2022"": {""n"": 37, ""p_value"": 0.9149911133417153, ""rho"": 0.018171054184655856, ""status"": ""ESTIMATED""}, ""2023"": {""n"": 57, ""p_value"": 0.47953683595978225, ""rho"": 0.09555308028786233, ""status"": ""ESTIMATED""}, ""2024"": {""n"": 38, ""p_value"": 0.0001696884137749563, ""rho"": 0.5730590583062803, ""status"": ""ESTIMATED""}, ""2025"": {""n"": 73, ""p_value"": 0.807849227867197, ""rho"": 0.028958443791637735, ""status"": ""ESTIMATED""}}","{""DEVELOPMENT_2024_2025"": {""n"": 111, ""p_value"": 0.03068434716829588, ""rho"": 0.20526069284209414, ""status"": ""ESTIMATED""}, ""EXTENDED_2018_2021"": {""n"": 182, ""p_value"": 0.07197597838571697, ""rho"": -0.13369253071293608, ""status"": ""ESTIMATED""}, ""HOLDOUT_O0_2022_2023"": {""n"": 94, ""p_value"": 0.47672813142535597, ""rho"": 0.07428577802920408, ""status"": ""ESTIMATED""}}"
advance_decline_balance,COMPLETENESS_ONLY,False,,return_5d,continuous,286,0.11259013833061747,0.057199339803731306,0.1747293701303763,,0.10897630745712063,286,8,8,True,,"{""2018"": 0.10914369789781987, ""2019"": 0.10951648413640945, ""2020"": 0.12112109775849361, ""2021"": 0.13564378320352738, ""2022"": 0.11020625134542207, ""2023"": 0.12100728310205315, ""2024"": 0.019124874710047687, ""2025"": 0.18308613861935746}","{""2018"": {""n"": 3, ""p_value"": null, ""rho"": null, ""status"": ""INSUFFICIENT_SAMPLE""}, ""2019"": {""n"": 38, ""p_value"": 0.4040774977645244, ""rho"": 0.13934390551212344, ""status"": ""ESTIMATED""}, ""2020"": {""n"": 42, ""p_value"": 0.7427378145543566, ""rho"": -0.05218739121254012, ""status"": ""ESTIMATED""}, ""2021"": {""n"": 45, ""p_value"": 0.45763626412440406, ""rho"": -0.11355849106782856, ""status"": ""ESTIMATED""}, ""2022"": {""n"": 23, ""p_value"": 0.9050070141982951, ""rho"": 0.026349004913490594, ""status"": ""ESTIMATED""}, ""2023"": {""n"": 36, ""p_value"": 0.45101720518581745, ""rho"": 0.12966438166121136, ""status"": ""ESTIMATED""}, ""2024"": {""n"": 33, ""p_value"": 6.471600453654458e-06, ""rho"": 0.697421400595983, ""status"": ""ESTIMATED""}, ""2025"": {""n"": 66, ""p_value"": 0.7282506810839954, ""rho"": -0.043580919845344374, ""status"": ""ESTIMATED""}}","{""DEVELOPMENT_2024_2025"": {""n"": 99, ""p_value"": 0.03884437543148506, ""rho"": 0.20798904315876166, ""status"": ""ESTIMATED""}, ""EXTENDED_2018_2021"": {""n"": 128, ""p_value"": 0.4905871919990993, ""rho"": 0.06147814881694172, ""status"": ""ESTIMATED""}, ""HOLDOUT_O0_2022_2023"": {""n"": 59, ""p_value"": 0.3547552438488528, ""rho"": 0.12264595370595885, ""status"": ""ESTIMATED""}}"
advance_decline_balance,COMPLETENESS_ONLY,False,,return_10d,continuous,185,0.10765549169499368,0.14467776582865322,0.3237841978571731,,0.11125264376936156,185,7,8,True,,"{""2018"": 0.09410608811192996, ""2019"": 0.12951994056804167, ""2020"": 0.13147077068937993, ""2021"": 0.11680934787821477, ""2022"": 0.11139316128220662, ""2023"": 0.15362388425718349, ""2024"": -0.0013094183264274867, ""2025"": 0.14075580257761303}","{""2018"": {""n"": 1, ""p_value"": null, ""rho"": null, ""status"": ""INSUFFICIENT_SAMPLE""}, ""2019"": {""n"": 30, ""p_value"": 0.6940175434722081, ""rho"": 0.07490820501436109, ""status"": ""ESTIMATED""}, ""2020"": {""n"": 29, ""p_value"": 0.7992169509707214, ""rho"": 0.04937675597764238, ""status"": ""ESTIMATED""}, ""2021"": {""n"": 25, ""p_value"": 0.5832389269653379, ""rho"": 0.11526630680199332, ""status"": ""ESTIMATED""}, ""2022"": {""n"": 5, ""p_value"": null, ""rho"": null, ""status"": ""INSUFFICIENT_SAMPLE""}, ""2023"": {""n"": 30, ""p_value"": 0.8892987429437086, ""rho"": -0.026535918427692286, ""status"": ""ESTIMATED""}, ""2024"": {""n"": 22, ""p_value"": 0.0008359963275052079, ""rho"": 0.6597483923198012, ""status"": ""ESTIMATED""}, ""2025"": {""n"": 43, ""p_value"": 0.9873153333220337, ""rho"": 0.0024981157687028878, ""status"": ""ESTIMATED""}}","{""DEVELOPMENT_2024_2025"": {""n"": 65, ""p_value"": 0.013554437376470769, ""rho"": 0.3048132373036374, ""status"": ""ESTIMATED""}, ""EXTENDED_2018_2021"": {""n"": 85, ""p_value"": 0.5841978814963187, ""rho"": 0.060196453930094485, ""status"": ""ESTIMATED""}, ""HOLDOUT_O0_2022_2023"": {""n"": 35, ""p_value"": 0.6765428225036062, ""rho"": -0.07307673259367269, ""status"": ""ESTIMATED""}}"
advance_decline_balance,COMPLETENESS_ONLY,False,,return_20d,continuous,88,,,,,,88,0,0,False,,"{""2018"": null, ""2019"": null, ""2020"": null, ""2021"": null, ""2022"": null, ""2023"": null, ""2024"": null, ""2025"": null}","{""2018"": {""n"": 0, ""p_value"": null, ""rho"": null, ""status"": ""INSUFFICIENT_SAMPLE""}, ""2019"": {""n"": 22, ""p_value"": 0.7770101230711555, ""rho"": -0.06405946129152086, ""status"": ""ESTIMATED""}, ""2020"": {""n"": 11, ""p_value"": 0.41401082957332236, ""rho"": -0.2744928420675489, ""status"": ""ESTIMATED""}, ""2021"": {""n"": 11, ""p_value"": 0.6258684515208088, ""rho"": -0.1659144736734609, ""status"": ""ESTIMATED""}, ""2022"": {""n"": 2, ""p_value"": null, ""rho"": null, ""status"": ""INSUFFICIENT_SAMPLE""}, ""2023"": {""n"": 8, ""p_value"": null, ""rho"": null, ""status"": ""INSUFFICIENT_SAMPLE""}, ""2024"": {""n"": 10, ""p_value"": 0.6305360755569764, ""rho"": 0.17407765595569782, ""status"": ""ESTIMATED""}, ""2025"": {""n"": 24, ""p_value"": 0.6067444969583355, ""rho"": -0.1106513929072279, ""status"": ""ESTIMATED""}}","{""DEVELOPMENT_2024_2025"": {""n"": 34, ""p_value"": 0.03011953767482135, ""rho"": 0.3723362571884691, ""status"": ""ESTIMATED""}, ""EXTENDED_2018_2021"": {""n"": 44, ""p_value"": 0.3628984431988256, ""rho"": -0.14052917921067076, ""status"": ""ESTIMATED""}, ""HOLDOUT_O0_2022_2023"": {""n"": 10, ""p_value"": 0.3000669694646655, ""rho"": -0.36474332620803873, ""status"": ""ESTIMATED""}}"
advance_decline_balance,COMPLETENESS_ONLY,False,,winner_ge20,binary,387,0.1394253959200236,0.006007362697553104,0.033746057569476164,0.27374517374517376,0.14359486050716483,387,8,8,True,,"{""2018"": 0.13789588032967845, ""2019"": 0.18404612153830585, ""2020"": 0.17472382284437085, ""2021"": 0.1445129379444976, ""2022"": 0.13796036671789735, ""2023"": 0.14972430960564498, ""2024"": 0.04119813595237716, ""2025"": 0.14592878758883823}","{""2018"": {""n"": 5, ""p_value"": null, ""rho"": null, ""status"": ""INSUFFICIENT_SAMPLE""}, ""2019"": {""n"": 51, ""p_value"": 0.36732219475055594, ""rho"": -0.12890323822974245, ""status"": ""ESTIMATED""}, ""2020"": {""n"": 65, ""p_value"": 0.9805761144719369, ""rho"": -0.0030795762718755053, ""status"": ""ESTIMATED""}, ""2021"": {""n"": 61, ""p_value"": 0.18069236652052065, ""rho"": 0.17368075500676533, ""status"": ""ESTIMATED""}, ""2022"": {""n"": 37, ""p_value"": null, ""rho"": null, ""status"": ""CONSTANT_INPUT""}, ""2023"": {""n"": 57, ""p_value"": 0.42136260500685363, ""rho"": 0.10859059480029616, ""status"": ""ESTIMATED""}, ""2024"": {""n"": 38, ""p_value"": 8.173089352546372e-05, ""rho"": 0.5949243481838924, ""status"": ""ESTIMATED""}, ""2025"": {""n"": 73, ""p_value"": 0.2086609705977009, ""rho"": 0.14889876520386502, ""status"": ""ESTIMATED""}}","{""DEVELOPMENT_2024_2025"": {""n"": 111, ""p_value"": 0.000348036193670702, ""rho"": 0.33348314490275927, ""status"": ""ESTIMATED""}, ""EXTENDED_2018_2021"": {""n"": 182, ""p_value"": 0.8704685115490387, ""rho"": -0.012170470031631226, ""status"": ""ESTIMATED""}, ""HOLDOUT_O0_2022_2023"": {""n"": 94, ""p_value"": 0.43430586331939514, ""rho"": 0.08159829886149987, ""status"": ""ESTIMATED""}}"
advance_decline_balance,COMPLETENESS_ONLY,False,,winner_ge50,binary,387,0.10665353251692739,0.03596522034744934,0.12809740183325574,0.3297587131367292,0.1133429738546386,387,7,8,True,,"{""2018"": 0.10587529496104763, ""2019"": 0.13062820327759236, ""2020"": 0.12435204840742191, ""2021"": 0.13946183037587, ""2022"": 0.10693519440615606, ""2023"": 0.11079556335214553, ""2024"": -0.0072216732233879085, ""2025"": 0.13543398648444713}","{""2018"": {""n"": 5, ""p_value"": null, ""rho"": null, ""status"": ""INSUFFICIENT_SAMPLE""}, ""2019"": {""n"": 51, ""p_value"": 0.8146742760447145, ""rho"": -0.033647472466572514, ""status"": ""ESTIMATED""}, ""2020"": {""n"": 65, ""p_value"": null, ""rho"": null, ""status"": ""CONSTANT_INPUT""}, ""2021"": {""n"": 61, ""p_value"": 0.442192954793309, ""rho"": 0.1002209893147936, ""status"": ""ESTIMATED""}, ""2022"": {""n"": 37, ""p_value"": null, ""rho"": null, ""status"": ""CONSTANT_INPUT""}, ""2023"": {""n"": 57, ""p_value"": null, ""rho"": null, ""status"": ""CONSTANT_INPUT""}, ""2024"": {""n"": 38, ""p_value"": 0.002110305113464582, ""rho"": 0.4833739778387248, ""status"": ""ESTIMATED""}, ""2025"": {""n"": 73, ""p_value"": 0.9466425030626882, ""rho"": -0.007970261116720197, ""status"": ""ESTIMATED""}}","{""DEVELOPMENT_2024_2025"": {""n"": 111, ""p_value"": 0.006536690720633934, ""rho"": 0.25669568919086955, ""status"": ""ESTIMATED""}, ""EXTENDED_2018_2021"": {""n"": 182, ""p_value"": 0.8321765504431919, ""rho"": -0.01581586841730595, ""status"": ""ESTIMATED""}, ""HOLDOUT_O0_2022_2023"": {""n"": 94, ""p_value"": null, ""rho"": null, ""status"": ""CONSTANT_INPUT""}}"
advance_decline_balance,COMPLETENESS_ONLY,False,,severe_loss_le_neg10,binary,387,0.01865756835311844,0.7144530269684299,0.8158215328411677,0.03427528393726339,-0.016964826546803327,387,7,8,False,,"{""2018"": 0.015773343444886023, ""2019"": 0.013794904476134748, ""2020"": -0.035011772746379205, ""2021"": 0.013153714609681249, ""2022"": 0.013135144766369101, ""2023"": 0.0018135332768598267, ""2024"": 0.05400139621697956, ""2025"": 0.06676959560860694}","{""2018"": {""n"": 5, ""p_value"": null, ""rho"": null, ""status"": ""INSUFFICIENT_SAMPLE""}, ""2019"": {""n"": 51, ""p_value"": 0.6783576013638144, ""rho"": 0.059493802259881136, ""status"": ""ESTIMATED""}, ""2020"": {""n"": 65, ""p_value"": 0.24378770811109415, ""rho"": 0.14663349034928355, ""status"": ""ESTIMATED""}, ""2021"": {""n"": 61, ""p_value"": 0.9047323599408477, ""rho"": 0.015646914865474353, ""status"": ""ESTIMATED""}, ""2022"": {""n"": 37, ""p_value"": 0.7601857232483203, ""rho"": 0.05192911087170422, ""status"": ""ESTIMATED""}, ""2023"": {""n"": 57, ""p_value"": 0.17340323889857803, ""rho"": 0.18284172042177163, ""status"": ""ESTIMATED""}, ""2024"": {""n"": 38, ""p_value"": 0.040919363778540024, ""rho"": -0.33322297393092754, ""status"": ""ESTIMATED""}, ""2025"": {""n"": 73, ""p_value"": 0.17557278582088168, ""rho"": -0.1602730506521834, ""status"": ""ESTIMATED""}}","{""DEVELOPMENT_2024_2025"": {""n"": 111, ""p_value"": 0.05296181491893808, ""rho"": -0.1841943143251463, ""status"": ""ESTIMATED""}, ""EXTENDED_2018_2021"": {""n"": 182, ""p_value"": 0.09649184459410166, ""rho"": 0.12358211077320999, ""status"": ""ESTIMATED""}, ""HOLDOUT_O0_2022_2023"": {""n"": 94, ""p_value"": 0.4844570752764571, ""rho"": 0.07299237590325112, ""status"": ""ESTIMATED""}}"
advance_decline_balance,COMPLETENESS_ONLY,False,,extreme_loss_le_neg20,binary,387,0.04919432521639683,0.33443448607067094,0.5372776676413659,0.3961038961038961,0.060485023327647366,387,8,8,True,,"{""2018"": 0.048849283640950376, ""2019"": 0.056446230153653305, ""2020"": 0.004803834254425816, ""2021"": 0.04988484544883699, ""2022"": 0.049710412886314816, ""2023"": 0.0489788746736287, ""2024"": 0.05934405824422062, ""2025"": 0.07514363439465546}","{""2018"": {""n"": 5, ""p_value"": null, ""rho"": null, ""status"": ""INSUFFICIENT_SAMPLE""}, ""2019"": {""n"": 51, ""p_value"": null, ""rho"": null, ""status"": ""CONSTANT_INPUT""}, ""2020"": {""n"": 65, ""p_value"": 0.18447440781527316, ""rho"": 0.16668695527099756, ""status"": ""ESTIMATED""}, ""2021"": {""n"": 61, ""p_value"": null, ""rho"": null, ""status"": ""CONSTANT_INPUT""}, ""2022"": {""n"": 37, ""p_value"": null, ""rho"": null, ""status"": ""CONSTANT_INPUT""}, ""2023"": {""n"": 57, ""p_value"": null, ""rho"": null, ""status"": ""CONSTANT_INPUT""}, ""2024"": {""n"": 38, ""p_value"": null, ""rho"": null, ""status"": ""CONSTANT_INPUT""}, ""2025"": {""n"": 73, ""p_value"": 0.7243937509808988, ""rho"": 0.04197413368800515, ""status"": ""ESTIMATED""}}","{""DEVELOPMENT_2024_2025"": {""n"": 111, ""p_value"": 0.9135711121674328, ""rho"": -0.010419380067619503, ""status"": ""ESTIMATED""}, ""EXTENDED_2018_2021"": {""n"": 182, ""p_value"": 0.18032093186143466, ""rho"": 0.09974957813660741, ""status"": ""ESTIMATED""}, ""HOLDOUT_O0_2022_2023"": {""n"": 94, ""p_value"": null, ""rho"": null, ""status"": ""CONSTANT_INPUT""}}"
