trade_id,baseline_block,symbol,entry_signal_date,entry_year,entry_industry,available_at,daily_snapshot_id,minute_snapshot_id,state_version,mass_sum,state_quality,cyqk_close_pre,i90_width_pct,i70_width_pct,i90_base_retention,i70_base_retention,migration_mass,average_cost_delta,upward_cost_migration,narrow_i90,narrow_i70,chip_base_coherence,chip_base_coherence_i70,mfe,opportunity20,false_breakout,non_false_breakout,severe_loss,realized_pnl,holding_trading_days,canonical_exit_reason,entry_rs_score,entry_mom20,entry_box_width,entry_minvol_location,entry_breakout_volume_ratio,index_return_20d,index_realized_vol20,breadth_composite,entry_beta60,entry_log_amount20
EXTENDED_2018_2021:300001.SZ-001,EXTENDED_2018_2021,300001.SZ,2020-06-12,2020,电网设备,2020-06-12 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300001.SZ:2020-06-12,chip-state-features-semantic-v3,1.0000000000004152,0.75,78.745874341567671,0.32129096689825087,0.17257864492369834,5.7701939675317394e-06,5.1696887633285309e-06,0.018232401457942041,0.015865000928307893,0.00020147088416965127,-0.32129096689825087,-0.17257864492369834,0.29743589743589743,0.32307692307692309,0.17285648784961011,False,False,1,False,1479.0930000000226,23,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.46632302405498283,0.078469838155958704,0.18500273672687451,0.43195266272189381,1.2449173798013793,0.043080933382505703,0.22428654096023551,0.39999999999999991,0.99976258042489297,19.708474361200626
EXTENDED_2018_2021:300002.SZ-001,EXTENDED_2018_2021,300002.SZ,2021-11-17,2021,游戏Ⅱ,2021-11-17 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300002.SZ:2021-11-17,chip-state-features-semantic-v3,1.0000000000004241,0.75,95.845205534458785,0.14947421323762233,0.082856705628080007,0.18997717314548418,0.18997717314548418,0.047899513082457011,0.021603280919376466,0.00022539761690645589,-0.14947421323762233,-0.082856705628080007,0.69398907103825147,0.69398907103825147,0.0080775444264942001,False,True,0,False,-10133.760000000009,5,INDIVIDUAL_MA30_X2_AND_SET_REMOVAL,0.60492170022371372,0.063683304647160002,0.1797323135755256,0.38297872340425482,1.579689240534234,0.060484530199603502,0.1478545259598649,0.87158469945355177,0.94707564457920845,20.220537453236428
EXTENDED_2018_2021:300002.SZ-002,EXTENDED_2018_2021,300002.SZ,2021-12-14,2021,游戏Ⅱ,2021-12-14 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300002.SZ:2021-12-14,chip-state-features-semantic-v3,1.0000000000004341,0.75,98.604403193587089,0.10462212541120453,0.072135352107010275,0.11231060299487727,0.11231060299487727,0.094224733950485126,0.038979755101708591,0.00039531454822743357,-0.10462212541120453,-0.072135352107010275,0.73770491803278693,0.72404371584699456,0.028799999999999899,False,True,0,False,-1397.1600000000035,4,MARKET_MA20_X2,0.57271062271062256,0.046979865771812103,0.18164435946462701,0.2321428571428571,2.3222679899987142,0.0344876927576502,0.1718598586656914,0.36885245901639341,0.78817162722552492,20.073264248109354
EXTENDED_2018_2021:300007.SZ-001,EXTENDED_2018_2021,300007.SZ,2020-06-16,2020,通用设备,2020-06-16 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300007.SZ:2020-06-16,chip-state-features-semantic-v3,1.0000000000001146,0.75,98.64569061640772,0.19614747568666457,0.082856705628080229,0.077520547244587984,0.084895307814678606,0.081176387387358384,0.12412176866846636,0.0012582583982418914,-0.19614747568666457,-0.082856705628080229,0.73076923076923073,0.83076923076923082,0.24209167204648141,True,False,1,False,-1499.4929999999856,27,MARKET_MA20_X2,0.41346801346801332,0.13893498265198351,0.16669350942180711,0,2.2436064036290015,0.059500449855758898,0.2232251354273028,0.64615384615384608,1.1134623855541894,18.698164677518463
EXTENDED_2018_2021:300009.SZ-001,EXTENDED_2018_2021,300009.SZ,2021-04-08,2021,生物制品,2021-04-08 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300009.SZ:2021-04-08,chip-state-features-semantic-v3,1.0000000000002278,0.75,88.882105725711654,0.22019003994796726,0.16096895536999911,0.18527451290280533,0.15288699030189146,0.059151826010718465,0.10147627688164818,0.0011416952383509215,-0.22019003994796726,-0.16096895536999911,0.72404371584699456,0.62295081967213106,0.050996483001172398,False,False,1,False,5365.8880000000208,3,MARKET_MA20_X2,0.78125,0.15098171970209881,0.17238860482103721,0.068571428571428103,6.3099270505597866,0.048415815696271,0.2155629113740985,0.71584699453551914,0.40992793016884033,19.212541519489108
EXTENDED_2018_2021:300012.SZ-002,EXTENDED_2018_2021,300012.SZ,2021-01-07,2021,专业服务,2021-01-07 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300012.SZ:2021-01-07,chip-state-features-semantic-v3,1.0000000000003828,0.75,99.942627736608642,0.69446581067757451,0.44507647142749684,1.0125423600372731e-07,1.0125423600372731e-07,0.011168638530480493,0.066911160854303375,0.00066949571338711206,-0.69446581067757451,-0.44507647142749684,0.38251366120218577,0.38251366120218577,0.096298834818368595,False,False,1,False,2369.4290000000037,16,MARKET_MA20_X2,0.77173252279635252,0.15904572564612321,0.17525337837837821,0.33493975903614481,1.3961760450616147,0.0584206294627884,0.22342247987515959,0.1393442622950819,0.60488979257962294,19.642100181047667
EXTENDED_2018_2021:300015.SZ-002,EXTENDED_2018_2021,300015.SZ,2020-12-25,2020,医疗服务,2020-12-25 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300015.SZ:2020-12-25,chip-state-features-semantic-v3,1.0000000000012343,0.75,99.88811473323436,1.522828693323004,1.0675703052211345,0.0003586892969074205,0.0003586892969074205,0.0042397344369456101,0.12361337882585133,0.0012375183890093301,-1.522828693323004,-1.0675703052211345,0.40512820512820519,0.4102564102564103,0,False,True,0,False,-3271.1060000000002,2,MARKET_MA20_X2,0.8944281524926686,0.16256786969019471,0.187908496732026,0.1234782608695647,0.71616314268412662,0.0211658016905906,0.20554431131955991,0.20256410256410251,0.95618402649628997,21.055378799741614
EXTENDED_2018_2021:300015.SZ-003,EXTENDED_2018_2021,300015.SZ,2020-12-30,2020,医疗服务,2020-12-30 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300015.SZ:2020-12-30,chip-state-features-semantic-v3,1.000000000001239,0.75,100.00000000012352,1.5480569802562361,1.0675703052211336,0.00035214541255596768,0.00035214541255596768,0.0059384563568266966,0.17670718623057269,0.0017670718623035442,-1.5480569802562361,-1.0675703052211336,0.43076923076923079,0.44615384615384618,0.1328368314150305,False,False,1,False,7851.5840000000171,21,MARKET_MA20_X2,0.90092024539877302,0.15300546448087421,0.18954248366013071,0.1224137931034478,1.0419894214870893,0.0038055809041481,0.20517776728954321,0.1128205128205127,1.0005227344382659,21.042048781775438
EXTENDED_2018_2021:300017.SZ-001,EXTENDED_2018_2021,300017.SZ,2021-09-15,2021,IT服务Ⅱ,2021-09-15 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300017.SZ:2021-09-15,chip-state-features-semantic-v3,1.0000000000001807,0.75,94.717501542410503,0.16096895536999845,0.082856705628080229,3.2964222329852518e-05,3.4230301423038414e-05,0.038709793404058071,0.018381508039805539,0.00019406664809011115,-0.16096895536999845,-0.082856705628080229,0.58469945355191255,0.59016393442622939,0.0105900151285929,False,True,0,False,-10604.945000000009,2,MARKET_MA20_X2,0.42485322896281791,0.070967741935483705,0.100169779286927,0.2499999999999992,2.2618962312346036,0.0079839073343400992,0.21035957264341559,0.1912568306010928,0.39999677601561179,19.650231799593922
EXTENDED_2018_2021:300020.SZ-002,EXTENDED_2018_2021,300020.SZ,2020-06-15,2020,IT服务Ⅱ,2020-06-15 15:30:00,PITB-80B916173F29877FD683,MINUTE-PIT-B-v1:300020.SZ:2020-06-15,chip-state-features-semantic-v3,1.0000000000000977,0.75,99.761530630591949,0.17257864492369879,0.082856705628080229,2.136043030629554e-10,2.136043030629554e-10,0.12917406701013368,0.13405359950527895,0.001343740404321456,-0.17257864492369879,-0.082856705628080229,0.54358974358974366,0.61538461538461542,0.1932234432234432,False,False,1,False,-3757.438999999998,28,MARKET_MA20_X2,0.59152542372881345,0.103238866396761,0.14027630180658851,0.18018018018017951,5.1524752629423034,0.055653921089024699,0.2198914830654162,0.50769230769230755,1.2198732725078971,19.213745777040348
