case,checkpoints,minimum_cash,maximum_gross,maximum_account_equation_error,maximum_virtual_equity_error,maximum_quantity_error,maximum_pnl_error,status
COMBINED__COMBINED__IFCGR__confirmation_tag__2018_2021__G75__EXECUTION_AWARE_SCALING__FULL_BOOK_NORMALIZATION__NONE,61900,1134175.4205562598,0.7700796529862177,1.862645149230957e-09,4.0978193283081055e-08,0.0,4.0978193283081055e-08,PASS
COMBINED__COMBINED__IFCGR__confirmation_tag__2022_2023__G75__EXECUTION_AWARE_SCALING__FULL_BOOK_NORMALIZATION__NONE,23060,1505319.7519741547,0.7813754694987685,9.313225746154785e-10,2.0489096641540527e-08,0.0,2.0489096641540527e-08,PASS
COMBINED__COMBINED__OGR__independent__2018_2021__G100__EXECUTION_AWARE_SCALING__ENTRY_ONLY__NONE,12004,0.0,1.0,1.862645149230957e-09,9.313225746154785e-09,0.0,9.313225746154785e-09,PASS
COMBINED__COMBINED__OGR__independent__2022_2023__G100__EXECUTION_AWARE_SCALING__ENTRY_ONLY__NONE,5899,0.0,1.0,1.862645149230957e-09,7.450580596923828e-09,0.0,7.450580596923828e-09,PASS
COMBINED__COMBINED__OGR__confirmation_tag__2018_2021__G100__EXECUTION_AWARE_SCALING__ENTRY_ONLY__NONE,11628,0.0,1.0,1.862645149230957e-09,7.450580596923828e-09,0.0,7.450580596923828e-09,PASS
COMBINED__COMBINED__OGR__confirmation_tag__2022_2023__G100__EXECUTION_AWARE_SCALING__ENTRY_ONLY__NONE,5653,0.0,1.0,1.862645149230957e-09,1.1175870895385742e-08,0.0,1.1175870895385742e-08,PASS
COMBINED__COMBINED__IFCGR__independent__2018_2021__G100__EXECUTION_AWARE_SCALING__ENTRY_ONLY__NONE,11959,0.0,1.0,1.862645149230957e-09,9.313225746154785e-09,0.0,9.313225746154785e-09,PASS
COMBINED__COMBINED__IFCGR__independent__2022_2023__G100__EXECUTION_AWARE_SCALING__ENTRY_ONLY__NONE,5899,0.0,1.0,1.862645149230957e-09,5.587935447692871e-09,0.0,5.587935447692871e-09,PASS
COMBINED__COMBINED__IFCGR__confirmation_tag__2018_2021__G100__EXECUTION_AWARE_SCALING__ENTRY_ONLY__NONE,11601,8.881784197001252e-16,1.0,1.862645149230957e-09,4.6566128730773926e-09,0.0,4.6566128730773926e-09,PASS
COMBINED__COMBINED__IFCGR__confirmation_tag__2022_2023__G100__EXECUTION_AWARE_SCALING__ENTRY_ONLY__NONE,5655,0.0,1.0,1.862645149230957e-09,1.1175870895385742e-08,0.0,1.1175870895385742e-08,PASS
COMBINED__COMBINED__OGR__independent__2018_2021__G100__EXECUTION_AWARE_SCALING__FULL_BOOK_NORMALIZATION__ATRDR,36052,0.0,1.0,1.862645149230957e-09,1.862645149230957e-08,0.0,1.862645149230957e-08,PASS
COMBINED__COMBINED__OGR__independent__2018_2021__G100__EXECUTION_AWARE_SCALING__FULL_BOOK_NORMALIZATION__MCB,22893,0.0,1.0,1.862645149230957e-09,2.8870999813079834e-08,0.0,2.8870999813079834e-08,PASS
COMBINED__COMBINED__OGR__independent__2018_2021__G100__EXECUTION_AWARE_SCALING__FULL_BOOK_NORMALIZATION__OGR,20388,0.0,1.0,3.725290298461914e-09,1.043081283569336e-07,0.0,1.043081283569336e-07,PASS
COMBINED__COMBINED__OGR__independent__2018_2021__G100__EXECUTION_AWARE_SCALING__FULL_BOOK_NORMALIZATION__SMV6,14971,1.8189894035458565e-12,1.0,9.313225746154785e-10,2.1420419216156006e-08,0.0,2.1420419216156006e-08,PASS
COMBINED__COMBINED__OGR__independent__2022_2023__G100__EXECUTION_AWARE_SCALING__FULL_BOOK_NORMALIZATION__ATRDR,16695,0.0,1.0,1.862645149230957e-09,1.1175870895385742e-08,0.0,1.1175870895385742e-08,PASS
COMBINED__COMBINED__OGR__independent__2022_2023__G100__EXECUTION_AWARE_SCALING__FULL_BOOK_NORMALIZATION__MCB,9709,0.0,1.0,1.862645149230957e-09,2.0489096641540527e-08,0.0,2.0489096641540527e-08,PASS
COMBINED__COMBINED__OGR__independent__2022_2023__G100__EXECUTION_AWARE_SCALING__FULL_BOOK_NORMALIZATION__OGR,7876,0.0,1.0,9.313225746154785e-10,1.30385160446167e-08,0.0,1.30385160446167e-08,PASS
COMBINED__COMBINED__OGR__independent__2022_2023__G100__EXECUTION_AWARE_SCALING__FULL_BOOK_NORMALIZATION__SMV6,6658,862749.1242306898,0.8806010644651607,9.313225746154785e-10,1.210719347000122e-08,0.0,1.210719347000122e-08,PASS
COMBINED__COMBINED__IFCGR__independent__2018_2021__G100__EXECUTION_AWARE_SCALING__FULL_BOOK_NORMALIZATION__ATRDR,35977,0.0,1.0,3.725290298461914e-09,5.4016709327697754e-08,0.0,5.4016709327697754e-08,PASS
COMBINED__COMBINED__IFCGR__independent__2018_2021__G100__EXECUTION_AWARE_SCALING__FULL_BOOK_NORMALIZATION__MCB,22824,0.0,1.0,1.862645149230957e-09,1.30385160446167e-08,0.0,1.30385160446167e-08,PASS
COMBINED__COMBINED__IFCGR__independent__2018_2021__G100__EXECUTION_AWARE_SCALING__FULL_BOOK_NORMALIZATION__IFCGR,20190,0.0,1.0,3.725290298461914e-09,4.0978193283081055e-08,0.0,4.0978193283081055e-08,PASS
COMBINED__COMBINED__IFCGR__independent__2018_2021__G100__EXECUTION_AWARE_SCALING__FULL_BOOK_NORMALIZATION__SMV6,14900,1.8189894035458565e-12,1.0,9.313225746154785e-10,1.7695128917694092e-08,0.0,1.7695128917694092e-08,PASS
COMBINED__COMBINED__IFCGR__independent__2022_2023__G100__EXECUTION_AWARE_SCALING__FULL_BOOK_NORMALIZATION__ATRDR,16695,0.0,1.0,1.862645149230957e-09,1.1175870895385742e-08,0.0,1.1175870895385742e-08,PASS
COMBINED__COMBINED__IFCGR__independent__2022_2023__G100__EXECUTION_AWARE_SCALING__FULL_BOOK_NORMALIZATION__MCB,9709,0.0,1.0,1.862645149230957e-09,9.313225746154785e-09,0.0,9.313225746154785e-09,PASS
COMBINED__COMBINED__IFCGR__independent__2022_2023__G100__EXECUTION_AWARE_SCALING__FULL_BOOK_NORMALIZATION__IFCGR,7876,0.0,1.0,9.313225746154785e-10,1.30385160446167e-08,0.0,1.30385160446167e-08,PASS
COMBINED__COMBINED__IFCGR__independent__2022_2023__G100__EXECUTION_AWARE_SCALING__FULL_BOOK_NORMALIZATION__SMV6,6658,859535.1124526304,0.8809587388634077,9.313225746154785e-10,1.0244548320770264e-08,0.0,1.0244548320770264e-08,PASS
