route,segment,period,policy,pareto_among_compared,cagr_cost_pp,mdd_reduction_pp,worst_trade_reduction_pp,cost_per_mdd_point,caveat
ATRDR_BULL,CONTINUOUS_2014_2023,FULL_HISTORY,fixed_0.03,True,4.267975802395374,0.3950034902686083,17.207498586336477,10.804906557896707,Descriptive four-objective frontier; not proof of optimum or statistical validation
ATRDR_BULL,CONTINUOUS_2014_2023,FULL_HISTORY,atr_2.5,True,1.575596393394041,-0.3544313795528997,8.709096102559165,,Descriptive four-objective frontier; not proof of optimum or statistical validation
ATRDR_BULL,CONTINUOUS_2014_2023,DISCOVERY,fixed_0.03,True,5.094385262004386,0.3950034902686083,17.207498586336477,12.897063918448234,Descriptive four-objective frontier; not proof of optimum or statistical validation
ATRDR_BULL,CONTINUOUS_2014_2023,DISCOVERY,atr_2.5,True,1.864693423491337,-0.3544313795528997,8.709096102559165,,Descriptive four-objective frontier; not proof of optimum or statistical validation
ATRDR_BULL,CONTINUOUS_2014_2023,CONSUMED_TEMPORAL,fixed_0.03,True,2.361306913951755,2.3195735165154385,8.570732135703674,1.0179918408014117,Descriptive four-objective frontier; not proof of optimum or statistical validation
ATRDR_BULL,CONTINUOUS_2014_2023,CONSUMED_TEMPORAL,atr_2.5,True,0.9142462280292918,1.525584507796507,4.775312605041348,0.599276030503084,Descriptive four-objective frontier; not proof of optimum or statistical validation
ATRDR_FAST_BEAR,CONTINUOUS_2014_2023,FULL_HISTORY,fixed_0.05,True,0.6450972126406773,-0.045796275592369,9.5467902890373,,Descriptive four-objective frontier; not proof of optimum or statistical validation
ATRDR_FAST_BEAR,CONTINUOUS_2014_2023,FULL_HISTORY,atr_3,True,-0.0537901095320147,-0.0188609747959644,0.090876830511366,,Descriptive four-objective frontier; not proof of optimum or statistical validation
ATRDR_FAST_BEAR,CONTINUOUS_2014_2023,DISCOVERY,fixed_0.05,True,0.8498979425747955,-0.045796275592369,9.5467902890373,,Descriptive four-objective frontier; not proof of optimum or statistical validation
ATRDR_FAST_BEAR,CONTINUOUS_2014_2023,DISCOVERY,atr_3,True,-0.0886175753513018,-0.0188609747959644,3.8830670769002262,,Descriptive four-objective frontier; not proof of optimum or statistical validation
ATRDR_FAST_BEAR,CONTINUOUS_2014_2023,CONSUMED_TEMPORAL,fixed_0.05,True,0.1752938189306441,0.2399078262050213,14.46547147761964,0.7306715320776609,Descriptive four-objective frontier; not proof of optimum or statistical validation
ATRDR_FAST_BEAR,CONTINUOUS_2014_2023,CONSUMED_TEMPORAL,atr_3,True,0.0260441467470728,-0.0082583950243408,1.1102230246251564e-14,,Descriptive four-objective frontier; not proof of optimum or statistical validation
ATRDR_SLOW_BEAR,CONTINUOUS_2014_2023,FULL_HISTORY,fixed_0.03,True,1.5610157476501518,0.1027647815306842,-2.7332704795960394,15.190182126588311,Descriptive four-objective frontier; not proof of optimum or statistical validation
ATRDR_SLOW_BEAR,CONTINUOUS_2014_2023,DISCOVERY,fixed_0.03,True,1.836683122592575,0.1027647815306842,-2.7332704795960394,17.872690383175346,Descriptive four-objective frontier; not proof of optimum or statistical validation
ATRDR_SLOW_BEAR,CONTINUOUS_2014_2023,CONSUMED_TEMPORAL,fixed_0.03,True,0.930742089038139,0.5011047145578873,8.930226924791196,1.8573804276802914,Descriptive four-objective frontier; not proof of optimum or statistical validation
MCB,CONTINUOUS_2014_2023,FULL_HISTORY,fixed_0.05,True,1.9386809912253389,-0.9509107179192068,6.22046704137732,,Descriptive four-objective frontier; not proof of optimum or statistical validation
MCB,CONTINUOUS_2014_2023,FULL_HISTORY,fixed_0.03,True,3.179968358062779,-1.6251542800416408,6.22046704137732,,Descriptive four-objective frontier; not proof of optimum or statistical validation
MCB,CONTINUOUS_2014_2023,FULL_HISTORY,profit_0,True,0.8911926776936863,0.4214647665520377,3.317209726220427,2.1145128808380522,Descriptive four-objective frontier; not proof of optimum or statistical validation
MCB,CONTINUOUS_2014_2023,DISCOVERY,fixed_0.05,True,2.334586095861124,-0.0510001823639916,6.22046704137732,,Descriptive four-objective frontier; not proof of optimum or statistical validation
MCB,CONTINUOUS_2014_2023,DISCOVERY,fixed_0.03,True,3.6893431326418424,-0.7645118024924957,6.22046704137732,,Descriptive four-objective frontier; not proof of optimum or statistical validation
MCB,CONTINUOUS_2014_2023,DISCOVERY,profit_0,True,1.2490583933220778,0.4214647665520377,4.776599971520135,2.9636128389580536,Descriptive four-objective frontier; not proof of optimum or statistical validation
MCB,CONTINUOUS_2014_2023,CONSUMED_TEMPORAL,fixed_0.05,True,1.0381305350851466,0.5533620109621107,5.417673988432958,1.8760422915194093,Descriptive four-objective frontier; not proof of optimum or statistical validation
MCB,CONTINUOUS_2014_2023,CONSUMED_TEMPORAL,fixed_0.03,True,2.0218817647760012,0.5832225922941747,6.040449213517518,3.4667411576473595,Descriptive four-objective frontier; not proof of optimum or statistical validation
MCB,CONTINUOUS_2014_2023,CONSUMED_TEMPORAL,profit_0,True,0.0744398021570003,0.4373152202833186,0.2335954161620246,0.17022001225745997,Descriptive four-objective frontier; not proof of optimum or statistical validation
OGR,2018_2021,DISCOVERY,fixed_0.05,True,0.2668915286371254,0.0557640324817088,5.767465454587562,4.786087317567442,Descriptive four-objective frontier; not proof of optimum or statistical validation
OGR,2018_2021,DISCOVERY,fixed_0.03,True,0.555573152018507,0.139262622170222,5.7674654545875725,3.9893917216309824,Descriptive four-objective frontier; not proof of optimum or statistical validation
OGR,2018_2021,DISCOVERY,atr_1,True,0.224465274865282,0.1062751836317099,5.325494069588743,2.1121137333730946,Descriptive four-objective frontier; not proof of optimum or statistical validation
OGR,2022_2023,CONSUMED_TEMPORAL,fixed_0.05,True,0.0685439910608209,0.0014333648081343,6.881374520045835,47.820339017559185,Descriptive four-objective frontier; not proof of optimum or statistical validation
OGR,2022_2023,CONSUMED_TEMPORAL,fixed_0.03,True,0.1055933589013013,0.0014220791930252,9.586682620621444,74.25279788861248,Descriptive four-objective frontier; not proof of optimum or statistical validation
OGR,2022_2023,CONSUMED_TEMPORAL,atr_1,True,0.1030317471822472,0.00143817934517,6.881374520045835,71.64040251883073,Descriptive four-objective frontier; not proof of optimum or statistical validation
IFCGR,2018_2021,DISCOVERY,fixed_0.05,True,0.2655033739267232,0.0596924709622359,5.7674654545875725,4.4478536345847095,Descriptive four-objective frontier; not proof of optimum or statistical validation
IFCGR,2018_2021,DISCOVERY,fixed_0.03,True,0.5550663363833364,0.1500677869728184,5.7674654545875725,3.6987707194207835,Descriptive four-objective frontier; not proof of optimum or statistical validation
IFCGR,2018_2021,DISCOVERY,atr_1,True,0.2231824041280861,0.1098993245063684,5.325494069588743,2.0307895897499644,Descriptive four-objective frontier; not proof of optimum or statistical validation
IFCGR,2022_2023,CONSUMED_TEMPORAL,fixed_0.05,True,0.0685439910608209,0.0014333648081343,6.881374520045835,47.820339017559185,Descriptive four-objective frontier; not proof of optimum or statistical validation
IFCGR,2022_2023,CONSUMED_TEMPORAL,fixed_0.03,True,0.1055933589013013,0.0014220791930252,9.586682620621444,74.25279788861248,Descriptive four-objective frontier; not proof of optimum or statistical validation
IFCGR,2022_2023,CONSUMED_TEMPORAL,atr_1,True,0.1030317471822472,0.00143817934517,6.881374520045835,71.64040251883073,Descriptive four-objective frontier; not proof of optimum or statistical validation
