kind,path,expected_sha256,actual_sha256,unchanged
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/README.md,aefcfd927abe19ee9b16d0dd6bbc1f752698f3b8eeba067a1928ae036338493f,aefcfd927abe19ee9b16d0dd6bbc1f752698f3b8eeba067a1928ae036338493f,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/REPORT.md,067fa4dfd59c79e59c870d947aee5b553b1d4060035ed9e29e64432643c62114,067fa4dfd59c79e59c870d947aee5b553b1d4060035ed9e29e64432643c62114,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/RUN_STATE.md,a9f292c51fc8b440d5863697ddfab4b3dc22e1410e93e106bbcb8e01b7a95204,a9f292c51fc8b440d5863697ddfab4b3dc22e1410e93e106bbcb8e01b7a95204,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/TEST_RESULTS.txt,4010e1920bc65f8aa7c2a6ec0dcd03cf4008a9d4a55cc2d51bd7b48458a0cac3,4010e1920bc65f8aa7c2a6ec0dcd03cf4008a9d4a55cc2d51bd7b48458a0cac3,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/account_effects.csv,788320eca5d9d03126099df7e9518a162f765d98461fc8ab8d7cd52fd4725a08,788320eca5d9d03126099df7e9518a162f765d98461fc8ab8d7cd52fd4725a08,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/account_v2.py,dbfc994af0d1400ce62f3d02a44df2ba59251b22b36bd4220e2c51bc0405f834,dbfc994af0d1400ce62f3d02a44df2ba59251b22b36bd4220e2c51bc0405f834,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/baseline_accounts.csv,5340a1aa0710f89095dfa80b109e926bfc0e315ffebce70e475ef94434baa3b0,5340a1aa0710f89095dfa80b109e926bfc0e315ffebce70e475ef94434baa3b0,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/coverage_and_exposure_manifest.csv,d74da6ba59e7c706953d8d12ebad4cac093ff68bb9b36bbdb7e910d6b19faca2,d74da6ba59e7c706953d8d12ebad4cac093ff68bb9b36bbdb7e910d6b19faca2,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/decision_matrix.csv,d9b04bd6384bf32253b11e71be652bdc667c1875021ef07fcc8024ef746219d6,d9b04bd6384bf32253b11e71be652bdc667c1875021ef07fcc8024ef746219d6,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/diagnostics_v2.py,80e419b9a177605bccf5d550e8173d6cbf2a2af605ceefe6d751724576eb30eb,80e419b9a177605bccf5d550e8173d6cbf2a2af605ceefe6d751724576eb30eb,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/engine.py,3fc5cab1123cdd1397095f975e114522563af39556389959b5e1b8ed0a4d5ce0,3fc5cab1123cdd1397095f975e114522563af39556389959b5e1b8ed0a4d5ce0,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/execution_and_no_financing_audit.csv,aa31720baca89a177318b6ba63cfdf8a57213bce6589d621db9bceccf684b8a2,aa31720baca89a177318b6ba63cfdf8a57213bce6589d621db9bceccf684b8a2,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/experiment_registry.csv,dba297cca4c5777422a94e041e3b0c721b36548efe59f59f76b1bf28b9816bc7,dba297cca4c5777422a94e041e3b0c721b36548efe59f59f76b1bf28b9816bc7,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/experiment_version_index.json,4c16624dfc5086f75ca33c0762482191227fae9cc39224d87459d52ad6646c41,4c16624dfc5086f75ca33c0762482191227fae9cc39224d87459d52ad6646c41,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/external_artifact_schemas.json,69a14c9f3df3f33cedeb35bc6e66e93c6670302d5fd1396fcb026883d1143b77,69a14c9f3df3f33cedeb35bc6e66e93c6670302d5fd1396fcb026883d1143b77,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/figures/fixed_stop_response.png,80e6a2b31e01a63e4e04fab58af53a77a63aec1dae2f1a32b3a58fb3ec9ff2ef,80e6a2b31e01a63e4e04fab58af53a77a63aec1dae2f1a32b3a58fb3ec9ff2ef,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/figures/mcb_opposing_paths.png,6aced5b35c347703c26a77dc70daefdb2948fa9b131fb108aeb7439a2572564c,6aced5b35c347703c26a77dc70daefdb2948fa9b131fb108aeb7439a2572564c,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/figures/mcb_policy_nav_drawdown.png,73a34e0564afa3e9e32d973904ffc42642a76c7528ba43fa93d318c40996dbde,73a34e0564afa3e9e32d973904ffc42642a76c7528ba43fa93d318c40996dbde,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/figures_v2.py,ff45ab4e9cb7833e44bbb646aa087b7953399d9a3baef9a96bbf8d812a8c7e6d,ff45ab4e9cb7833e44bbb646aa087b7953399d9a3baef9a96bbf8d812a8c7e6d,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/final_status.json,1b3bae6c435c8cfad70c9ce732d32118137802569ce74bbe3a2941d7a76734c6,1b3bae6c435c8cfad70c9ce732d32118137802569ce74bbe3a2941d7a76734c6,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/funded_flow_changes.csv,2603f5f23c965ec301af146ba4a30cbd7b9e147e27150fdba7f545b3c1e56124,2603f5f23c965ec301af146ba4a30cbd7b9e147e27150fdba7f545b3c1e56124,True
PARENT_RESEARCH,/Users/linmei/Documents/CY-worktrees/five-strategy-exit-risk-v1/research/five_strategy_exit_risk_v1/incremental_information.csv,2cf48045957e9215ca7f7140515ee33fc4b69a5dca03556d02b05f909bea6571,2cf48045957e9215ca7f7140515ee33fc4b69a5dca03556d02b05f909bea6571,True
