group,version,mode,a,w,cost,delay,exit,module,id,config_hash,status,reason,verified_reuse,net_return,cagr,maxdd,maxdd_date,volatility,sharpe,mean_exposure,p95_exposure,max_single,trades,mean_hold,deferred_trades,fees,slippage,turnover,end_open,output,started_at,ended_at
OLD_MAIN,B0,MAX_DEPLOYABLE,30,5,1,1,FIXED10,,OLD_MAIN_B0_MAX_DEPLOYABLE,2ac58cb9ff296f14ffa0b678cbbb7fcc3fee5bc9b7d133cbb923c952e2f5f316,NEWLY_EXECUTED,,False,-0.8510315133215999,-0.39021738058960964,-0.8863787073982091,2023-12-29,0.3753426964355586,-1.1283881976999053,0.8128625335915549,0.9936126310805027,0.2503328363571018,790.0,10.012658227848101,5.0,73943.69332159999,74016.9200000006,155.96521846681404,10.0,/Volumes/quant/CY_quant_research/minervini_ashare_clean_ascent_v2/OLD_MAIN_B0_MAX_DEPLOYABLE,1788841205.4716969,1788841207.777039
OLD_MAIN,B0,CAP10,30,5,1,1,FIXED10,,OLD_MAIN_B0_CAP10,5ed028ce38bd7acbe3f2c247b64b1ddc2b6dfa3ee56cca2adbac7cc9a5865e3a,NEWLY_EXECUTED,,False,-0.8338739606621998,-0.37270108066898355,-0.872968596274607,2023-12-29,0.34889867178995376,-1.1604538752212847,0.7708808284197449,0.9578347407262232,0.19536326150991434,790.0,10.012658227848101,5.0,72827.58066219985,72854.42000000057,148.88330683403478,10.0,/Volumes/quant/CY_quant_research/minervini_ashare_clean_ascent_v2/OLD_MAIN_B0_CAP10,1788841207.839134,1788841210.577332
OLD_MAIN,P,MAX_DEPLOYABLE,30,5,1,1,FIXED10,,OLD_MAIN_P_MAX_DEPLOYABLE,ded2c12b7be8ef0aa4445452d160b63ceeb4055a6adee59c7fba40028121855e,NEWLY_EXECUTED,,False,-0.6928058476497003,-0.26407585225938357,-0.7772546331103998,2023-12-26,0.2845126740084791,-0.9344020522849585,0.817799948975265,0.9973986293910082,0.18463042807663663,794.0,10.015113350125944,4.0,96038.65124969979,102880.91000000066,157.7795845222999,6.0,/Volumes/quant/CY_quant_research/minervini_ashare_clean_ascent_v2/OLD_MAIN_P_MAX_DEPLOYABLE,1788841210.646585,1788841212.547404
OLD_MAIN,P,CAP10,30,5,1,1,FIXED10,,OLD_MAIN_P_CAP10,37edc6dc4f13e01db0d3512ad3b21df6e6db93e0c5e72e858f7794d2659f85ca,NEWLY_EXECUTED,,False,-0.6800864653054008,-0.2562781603980645,-0.762705505951971,2023-12-25,0.27524093937231375,-0.9371056955739104,0.7937470168138326,0.97243306965136,0.16482110103411104,795.0,10.015094339622642,4.0,92302.42650539997,99197.60000000062,152.98561707191135,7.0,/Volumes/quant/CY_quant_research/minervini_ashare_clean_ascent_v2/OLD_MAIN_P_CAP10,1788841212.599783,1788841214.242151
OLD_MAIN,C,MAX_DEPLOYABLE,30,5,1,1,FIXED10,,OLD_MAIN_C_MAX_DEPLOYABLE,2b148fb75b437e8e1e743d67a85b6efa72b732ca02edd79fa8f8e1d3c92fbd46,NEWLY_EXECUTED,,False,-0.6117100247306007,-0.21789454246575346,-0.723936278387757,2023-12-28,0.2743296751151838,-0.7578064923145117,0.8470064433371275,0.997009399801893,0.21764722519207585,820.0,10.015853658536585,5.0,101157.95973859995,107111.66000000088,163.31296266631622,10.0,/Volumes/quant/CY_quant_research/minervini_ashare_clean_ascent_v2/OLD_MAIN_C_MAX_DEPLOYABLE,1788841214.289553,1788841215.842356
OLD_MAIN,C,CAP10,30,5,1,1,FIXED10,,OLD_MAIN_C_CAP10,e1a8b43a48bf60828480c35483fdf415b82ba43374835c1b8ba82984030fc3d0,NEWLY_EXECUTED,,False,-0.6203821189331997,-0.22247051970216203,-0.7308459057875295,2023-12-28,0.2634526981787175,-0.8225108099315709,0.817849419769823,0.9726941108379358,0.1522142267868128,820.0,10.015853658536585,5.0,98223.8541891999,104329.80000000086,157.78370372506242,10.0,/Volumes/quant/CY_quant_research/minervini_ashare_clean_ascent_v2/OLD_MAIN_C_CAP10,1788841215.897056,1788841217.400834
OLD_MAIN,PC,MAX_DEPLOYABLE,30,5,1,1,FIXED10,,OLD_MAIN_PC_MAX_DEPLOYABLE,35d35b40ee1b97def9d7f1abc6c0b53097ec092595510d61826cf0517461973a,NEWLY_EXECUTED,,False,-0.3447204067963999,-0.10399841598639414,-0.6661495004136287,2023-11-02,0.2868319571747858,-0.2391966890129267,0.8423070763636767,0.9977992092491991,0.24469399744738116,816.0,10.004901960784315,4.0,141311.83959640027,146009.39000000065,162.48543363225636,7.0,/Volumes/quant/CY_quant_research/minervini_ashare_clean_ascent_v2/OLD_MAIN_PC_MAX_DEPLOYABLE,1788841217.462186,1788841218.94636
OLD_MAIN,PC,CAP10,30,5,1,1,FIXED10,,OLD_MAIN_PC_CAP10,5b44512087bd2b4c1e1ea7b51ab6d05ed4fc7ada6c684f2160ae152c2cefc34b,NEWLY_EXECUTED,,False,-0.26057421546170034,-0.07543036596476071,-0.6362929922648052,2023-10-23,0.2788380314183963,-0.14171853296496617,0.8185385422721811,0.9811811859733592,0.25652746154456635,816.0,10.004901960784315,4.0,148580.37666170017,154090.87000000075,157.8893075639892,7.0,/Volumes/quant/CY_quant_research/minervini_ashare_clean_ascent_v2/OLD_MAIN_PC_CAP10,1788841218.993727,1788841220.376168
OLD_COST,B0,MAX_DEPLOYABLE,30,5,2,1,FIXED10,,OLD_COST_B0_MAX_DEPLOYABLE,688498ac6f78aec69bd337fafddbdebb1e0a648e1563f369697a32168d839371,NEWLY_EXECUTED,,False,-0.9106750905247997,-0.46608863393595956,-0.9302624979425599,2023-12-29,0.37024744895941086,-1.5070461576965863,0.8032484318230464,0.992204369736331,0.26109405456744855,783.0,10.01404853128991,5.0,120529.95052479964,93954.43000000031,154.35938250728128,10.0,/Volumes/quant/CY_quant_research/minervini_ashare_clean_ascent_v2/OLD_COST_B0_MAX_DEPLOYABLE,1788841220.424059,1788841221.876309
OLD_COST,B0,CAP10,30,5,2,1,FIXED10,,OLD_COST_B0_CAP10,a9ce148908b234a15c40b4ec4457227a6266d62b0c2ef7fce47a86a81ddb6361,NEWLY_EXECUTED,,False,-0.8915733892095998,-0.43852002671747725,-0.9151771149171579,2023-12-29,0.3424488614845975,-1.5118315276052214,0.7554327823771908,0.9434341580656077,0.19224081946425028,783.0,10.01404853128991,5.0,117139.0192095998,91776.77000000032,146.89387099045172,10.0,/Volumes/quant/CY_quant_research/minervini_ashare_clean_ascent_v2/OLD_COST_B0_CAP10,1788841221.922473,1788841223.2917938
