audit_id,PRIMARY_LABEL,WOULD_CONSIDER_BUYING_AT_FIRST_ZONE_ENTRY,FORMER_LEADER_VISUALLY_VALID,PRIOR_RUNUP_VISUALLY_STRONG_ENOUGH,COLLAPSE_SHARP_ENOUGH,TRUE_GAP_ZONE_VISUALLY_MEANINGFUL,MULTI_LAYER_ZONE_RELEVANT,ZONE_PERSISTED_LONG_ENOUGH,BASE_OR_SETTLING_PHASE_REQUIRED,VOLUME_SUFFOCATION_VISUALLY_REQUIRED,FIRST_ENTRY_TRIGGER_LOOKS_CORRECT,PREFERRED_ZONE_TARGET,REJECTION_REASON,FREE_TEXT_NOTE
AUDIT_001,,,,,,,,,,,,,,
AUDIT_002,,,,,,,,,,,,,,
AUDIT_003,,,,,,,,,,,,,,
AUDIT_004,,,,,,,,,,,,,,
AUDIT_005,,,,,,,,,,,,,,
AUDIT_006,,,,,,,,,,,,,,
AUDIT_007,,,,,,,,,,,,,,
AUDIT_008,,,,,,,,,,,,,,
AUDIT_009,,,,,,,,,,,,,,
AUDIT_010,,,,,,,,,,,,,,
AUDIT_011,,,,,,,,,,,,,,
AUDIT_012,,,,,,,,,,,,,,
AUDIT_013,,,,,,,,,,,,,,
AUDIT_014,,,,,,,,,,,,,,
AUDIT_015,,,,,,,,,,,,,,
AUDIT_016,,,,,,,,,,,,,,
AUDIT_017,,,,,,,,,,,,,,
AUDIT_018,,,,,,,,,,,,,,
AUDIT_019,,,,,,,,,,,,,,
AUDIT_020,,,,,,,,,,,,,,
AUDIT_021,,,,,,,,,,,,,,
AUDIT_022,,,,,,,,,,,,,,
AUDIT_023,,,,,,,,,,,,,,
AUDIT_024,,,,,,,,,,,,,,
AUDIT_025,,,,,,,,,,,,,,
AUDIT_026,,,,,,,,,,,,,,
AUDIT_027,,,,,,,,,,,,,,
AUDIT_028,,,,,,,,,,,,,,
AUDIT_029,,,,,,,,,,,,,,
AUDIT_030,,,,,,,,,,,,,,
AUDIT_031,,,,,,,,,,,,,,
AUDIT_032,,,,,,,,,,,,,,
AUDIT_033,,,,,,,,,,,,,,
AUDIT_034,,,,,,,,,,,,,,
AUDIT_035,,,,,,,,,,,,,,
AUDIT_036,,,,,,,,,,,,,,
AUDIT_037,,,,,,,,,,,,,,
AUDIT_038,,,,,,,,,,,,,,
AUDIT_039,,,,,,,,,,,,,,
AUDIT_040,,,,,,,,,,,,,,
AUDIT_041,,,,,,,,,,,,,,
AUDIT_042,,,,,,,,,,,,,,
AUDIT_043,,,,,,,,,,,,,,
AUDIT_044,,,,,,,,,,,,,,
AUDIT_045,,,,,,,,,,,,,,
AUDIT_046,,,,,,,,,,,,,,
AUDIT_047,,,,,,,,,,,,,,
AUDIT_048,,,,,,,,,,,,,,
AUDIT_049,,,,,,,,,,,,,,
AUDIT_050,,,,,,,,,,,,,,
AUDIT_051,,,,,,,,,,,,,,
AUDIT_052,,,,,,,,,,,,,,
AUDIT_053,,,,,,,,,,,,,,
AUDIT_054,,,,,,,,,,,,,,
AUDIT_055,,,,,,,,,,,,,,
AUDIT_056,,,,,,,,,,,,,,
AUDIT_057,,,,,,,,,,,,,,
AUDIT_058,,,,,,,,,,,,,,
AUDIT_059,,,,,,,,,,,,,,
AUDIT_060,,,,,,,,,,,,,,
AUDIT_061,,,,,,,,,,,,,,
AUDIT_062,,,,,,,,,,,,,,
AUDIT_063,,,,,,,,,,,,,,
AUDIT_064,,,,,,,,,,,,,,
AUDIT_065,,,,,,,,,,,,,,
AUDIT_066,,,,,,,,,,,,,,
AUDIT_067,,,,,,,,,,,,,,
AUDIT_068,,,,,,,,,,,,,,
AUDIT_069,,,,,,,,,,,,,,
AUDIT_070,,,,,,,,,,,,,,
AUDIT_071,,,,,,,,,,,,,,
AUDIT_072,,,,,,,,,,,,,,
AUDIT_073,,,,,,,,,,,,,,
AUDIT_074,,,,,,,,,,,,,,
AUDIT_075,,,,,,,,,,,,,,
AUDIT_076,,,,,,,,,,,,,,
AUDIT_077,,,,,,,,,,,,,,
AUDIT_078,,,,,,,,,,,,,,
AUDIT_079,,,,,,,,,,,,,,
AUDIT_080,,,,,,,,,,,,,,
AUDIT_081,,,,,,,,,,,,,,
AUDIT_082,,,,,,,,,,,,,,
AUDIT_083,,,,,,,,,,,,,,
AUDIT_084,,,,,,,,,,,,,,
AUDIT_085,,,,,,,,,,,,,,
AUDIT_086,,,,,,,,,,,,,,
AUDIT_087,,,,,,,,,,,,,,
AUDIT_088,,,,,,,,,,,,,,
AUDIT_089,,,,,,,,,,,,,,
AUDIT_090,,,,,,,,,,,,,,
AUDIT_091,,,,,,,,,,,,,,
AUDIT_092,,,,,,,,,,,,,,
AUDIT_093,,,,,,,,,,,,,,
AUDIT_094,,,,,,,,,,,,,,
AUDIT_095,,,,,,,,,,,,,,
AUDIT_096,,,,,,,,,,,,,,
AUDIT_097,,,,,,,,,,,,,,
AUDIT_098,,,,,,,,,,,,,,
AUDIT_099,,,,,,,,,,,,,,
AUDIT_100,,,,,,,,,,,,,,
AUDIT_101,,,,,,,,,,,,,,
AUDIT_102,,,,,,,,,,,,,,
AUDIT_103,,,,,,,,,,,,,,
AUDIT_104,,,,,,,,,,,,,,
AUDIT_105,,,,,,,,,,,,,,
AUDIT_106,,,,,,,,,,,,,,
AUDIT_107,,,,,,,,,,,,,,
AUDIT_108,,,,,,,,,,,,,,
AUDIT_109,,,,,,,,,,,,,,
AUDIT_110,,,,,,,,,,,,,,
AUDIT_111,,,,,,,,,,,,,,
AUDIT_112,,,,,,,,,,,,,,
AUDIT_113,,,,,,,,,,,,,,
AUDIT_114,,,,,,,,,,,,,,
AUDIT_115,,,,,,,,,,,,,,
AUDIT_116,,,,,,,,,,,,,,
AUDIT_117,,,,,,,,,,,,,,
AUDIT_118,,,,,,,,,,,,,,
AUDIT_119,,,,,,,,,,,,,,
AUDIT_120,,,,,,,,,,,,,,
