gap,period,mcb_mode,policy,date,portfolio_return,DD,ATRDR_contribution,MCB_contribution,Gap_contribution,SMV6_contribution,shared_funded_contribution,Demand_exposure,Gap_exposure,SMV6_exposure,total_gross,cash,top_symbols
OGR,2018_2021,independent,P0,2020-07-16,-0.0252996598923639,0.0418675055543223,-0.0114510174349746,-0.0057217254135391,0.0,-0.0081269170438501,0.0,0.4879551837368467,0.0,0.153077757336236,0.6410329410730828,2221512.430643469,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 79313.98677736486], [""002062.SZ"", 74756.87821196324], [""002743.SZ"", 73906.96611641531], [""002061.SZ"", 72965.78553353732], [""002543.SZ"", 72787.71700036687], [""600406.SH"", 72569.38697043972]]"
OGR,2018_2021,independent,P0,2020-07-24,-0.0230164074076681,0.0359891187734185,-0.0092292833673459,-0.0060516933357395,0.0,-0.0077354307045826,0.0,0.4199841629873568,0.0,0.0842508982651393,0.5042350612524962,3086926.7715723785,"[[""512980.SH"", 302285.7], [""159938.SZ"", 182360.6], [""000713.SZ"", 77841.34802872027], [""601226.SH"", 76916.26880000616], [""603861.SH"", 72933.18046630634], [""600939.SH"", 72715.28093108824], [""600477.SH"", 71858.02727239998], [""002543.SZ"", 71639.36709623487], [""600406.SH"", 71475.54788280239], [""002061.SZ"", 71393.81169798535]]"
OGR,2018_2021,independent,P0,2018-03-23,-0.0197633439051212,0.0238661702465957,-0.0164587513375734,-0.0033045925675478,0.0,0.0,0.0,0.3210425574487536,0.001267254557121,0.0,0.3223098120058746,3358358.282037331,"[[""300291.SZ"", 41606.50501666477], [""002799.SZ"", 35674.53033627409], [""603617.SH"", 32236.683093938467], [""600518.SH"", 31281.433119930858], [""002286.SZ"", 31280.817005408768], [""600736.SH"", 30719.182023665067], [""002550.SZ"", 30639.70455357055], [""002880.SZ"", 30121.372337972225], [""600580.SH"", 30039.52119464395], [""603858.SH"", 29800.739454556628]]"
OGR,2018_2021,independent,P0,2019-09-17,-0.0186909624423499,0.0186909624423499,-0.0094561346767487,-0.0068791116647335,-3.8920751835849627e-05,-0.0023167953490318,0.0,0.5774930192384611,0.0011865570523912,0.1384462183442133,0.7171257946350656,1622002.6019465297,"[[""159915.SZ"", 205486.0], [""159901.SZ"", 204452.34999999998], [""510300.SH"", 203879.99999999997], [""159928.SZ"", 144943.2], [""600406.SH"", 70723.65048989591], [""002831.SZ"", 70108.75285080014], [""002065.SZ"", 69398.15906425119], [""002534.SZ"", 69156.76782160439], [""600560.SH"", 68701.96433954721], [""603528.SH"", 68695.9763494756]]"
OGR,2018_2021,independent,P0,2018-11-23,-0.0168567193438236,0.0219647185105461,-0.0114897116801772,-0.0051484562465584,-0.0002185514170877,0.0,0.0,0.3938209226981587,0.0048896917692955,0.0,0.3987106144674543,3125728.2622862523,"[[""603922.SH"", 55390.80809844138], [""600820.SH"", 55284.92472556275], [""603488.SH"", 54330.40431671866], [""002519.SZ"", 53916.57457436195], [""603000.SH"", 53830.807403131614], [""300457.SZ"", 49284.86840900602], [""300600.SZ"", 45474.554792710966], [""300499.SZ"", 44726.00586785215], [""300313.SZ"", 44662.87037159882], [""300071.SZ"", 44234.21871645599]]"
OGR,2018_2021,independent,P0,2020-07-15,-0.0153328949809927,0.0169978864069432,-0.00809221326132,-0.0049414560252183,0.0,-0.0022992256944543,0.0,0.493004865862202,0.0,0.1573318591823936,0.6503367250445956,2220102.644584601,"[[""512980.SH"", 371055.1], [""159938.SZ"", 229244.99999999997], [""159928.SZ"", 194128.19999999998], [""510180.SH"", 177245.99999999997], [""002062.SZ"", 77877.94072180663], [""600496.SH"", 77421.05153208168], [""000713.SZ"", 76652.39662127351], [""002543.SZ"", 75614.4244566918], [""600406.SH"", 75201.43727506707], [""002743.SZ"", 75188.58980629533]]"
OGR,2018_2021,independent,P0,2019-09-25,-0.0130947844882551,0.0169434372658868,-0.0069386749103507,-0.0049991514316711,0.0,-0.0011569581462331,0.0,0.481441371348498,0.0,0.1380790493070981,0.6195204206555962,2185557.6194998715,"[[""159915.SZ"", 204597.0], [""159901.SZ"", 204541.65000000002], [""510300.SH"", 202859.99999999997], [""159928.SZ"", 146370.0], [""002831.SZ"", 74276.50820460347], [""002534.SZ"", 71132.67547365022], [""002829.SZ"", 69313.81920998819], [""600560.SH"", 68628.8771434413], [""000425.SZ"", 67443.49766793608], [""000157.SZ"", 67342.97167413072]]"
OGR,2018_2021,independent,P0,2020-03-09,-0.0111095304475048,0.0132489049493476,-0.0065978741036357,-0.0044873839676288,-2.4272376240207887e-05,0.0,0.0,0.4219881627266176,0.0012616161012368,0.0,0.4232497788278545,3357869.699514781,"[[""600963.SH"", 72617.75918237728], [""600433.SH"", 70451.65598337773], [""002337.SZ"", 69863.64502068995], [""603909.SH"", 69710.29342086462], [""002251.SZ"", 69457.68034575033], [""002615.SZ"", 68715.59798493345], [""600987.SH"", 68671.94627197886], [""601996.SH"", 68663.28310256959], [""000929.SZ"", 68293.39367811377], [""002142.SZ"", 68162.29534458592]]"
OGR,2018_2021,independent,P0,2019-09-26,-0.0108731601823939,0.0276323687408485,-0.0046845201498458,-0.0037556978663252,0.0,-0.0024329421662227,0.0,0.3526910432376768,0.0,0.1371372221239981,0.4898282653616749,2898673.417589338,"[[""510300.SH"", 201240.0], [""159901.SZ"", 201103.6], [""159915.SZ"", 198247.0], [""159928.SZ"", 144008.4], [""002831.SZ"", 73662.652764896], [""002829.SZ"", 68220.34966942745], [""000425.SZ"", 66705.60382036566], [""600560.SH"", 66582.43565247605], [""000157.SZ"", 66410.88902120158], [""603955.SH"", 65199.24162926566]]"
OGR,2018_2021,independent,P0,2019-12-23,-0.0105230940536911,0.0370506039790196,-0.0045796136878212,-0.0019961949143739,0.0,-0.0039472854514958,0.0,0.3416282640299288,0.0,0.1795898323542079,0.5212180963841367,2693975.198975069,"[[""512980.SH"", 206524.80000000002], [""159901.SZ"", 202870.2], [""510500.SH"", 200745.30919162906], [""159949.SZ"", 200344.0], [""159915.SZ"", 200018.7], [""603608.SH"", 71227.60385265929], [""600754.SH"", 70018.36941032956], [""002729.SZ"", 68702.48933153367], [""000712.SZ"", 68649.9812380101], [""002632.SZ"", 68000.62958395806]]"
OGR,2018_2021,independent,P1,2020-07-16,-0.025433367153866,0.0423955514875232,-0.0115635982646546,-0.005738381763783,0.0,-0.0081313871254283,-0.0001374845194254,0.4928466279303063,0.0,0.1531829686288646,0.646029596559171,2189085.4327572454,"[[""512980.SH"", 359132.2], [""159938.SZ"", 213540.39999999997], [""159928.SZ"", 179545.8], [""510180.SH"", 168989.99999999997], [""600496.SH"", 79266.42931466579], [""002062.SZ"", 74712.05323730847], [""002743.SZ"", 73862.65075758522], [""002061.SZ"", 72922.03451603318], [""002543.SZ"", 72743.68227520035], [""600406.SH"", 72526.16077779121]]"
OGR,2018_2021,independent,P1,2020-07-24,-0.0231754851972189,0.0366570662449068,-0.0093649271156322,-0.0060699732183194,0.0,-0.0077405848632671,-0.0001545439899689,0.4247527614269768,0.0,0.0843207646535933,0.50907352608057,3054266.8186525963,"[[""512980.SH"", 302285.7], [""159938.SZ"", 182360.6], [""000713.SZ"", 77794.25598478354], [""601226.SH"", 76870.14903307683], [""603861.SH"", 72889.73757887243], [""600939.SH"", 72671.68011865852], [""600477.SH"", 71814.94047786991], [""002543.SZ"", 71596.02709367413], [""600406.SH"", 71432.97323898324], [""002061.SZ"", 71351.00325177393]]"
OGR,2018_2021,independent,P1,2018-03-23,-0.0197633439051212,0.0238661702465957,-0.0164587513375734,-0.0033045925675478,0.0,0.0,0.0,0.3210425574487536,0.001267254557121,0.0,0.3223098120058746,3358358.282037331,"[[""300291.SZ"", 41606.50501666477], [""002799.SZ"", 35674.53033627409], [""603617.SH"", 32236.683093938467], [""600518.SH"", 31281.433119930858], [""002286.SZ"", 31280.817005408768], [""600736.SH"", 30719.182023665067], [""002550.SZ"", 30639.70455357055], [""002880.SZ"", 30121.372337972225], [""600580.SH"", 30039.52119464395], [""603858.SH"", 29800.739454556628]]"
