trade_date,market_view,denominator,decision_at,available_at,size_leadership_transition5,size_leadership_transition5__pit_3y_pct,size_leadership_transition5__relative_to_all,size_leadership_transition5__relative_view_rank_pct,size_leadership_transition3,size_leadership_transition10,size_positive_participation_small30_large30,size_positive_participation_small30_large30__pit_3y_pct,size_positive_participation_small30_large30__relative_to_all,size_positive_participation_small30_large30__relative_view_rank_pct,size_bucket_return_std5,size_bucket_return_std5__pit_3y_pct,size_bucket_return_std5__relative_to_all,size_bucket_return_std5__relative_view_rank_pct,realized_volatility_change5,realized_volatility_change5_pit_3y_pct,realized_volatility_change5_relative_to_all,realized_volatility_change5_relative_view_rank_pct,future_trade_date_h3,response_available_at_h3,future_h3__size_leadership_transition3,future_trade_date_h5,response_available_at_h5,future_h5__size_leadership_transition5,future_h5__size_leadership_transition5__pit_3y_pct,future_h5__size_leadership_transition5__relative_to_all,future_h5__size_leadership_transition5__relative_view_rank_pct,future_trade_date_h10,response_available_at_h10,future_h10__size_leadership_transition10
2018-07-03,ALL_A,ALL_STATUS,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,0.0578392506168,,0,1,0.0112645282591,0.0601224311591,0.221987315011,,0,0.75,0.00580249802595,,0,0.5,,,,,2018-07-06,2018-07-06T15:00:00+08:00,-0.0190904171832,2018-07-10,2018-07-10T15:00:00+08:00,-0.0147824843094,,0,0.5,2018-07-17,2018-07-17T15:00:00+08:00,0.0383760466719
2018-07-03,ALL_A,NON_ST,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,0.0576705260658,,0,1,0.011667503625,0.0608015406093,0.229860365199,,0,0.75,0.0060080254774,,0,0.75,,,,,2018-07-06,2018-07-06T15:00:00+08:00,-0.0190253937824,2018-07-10,2018-07-10T15:00:00+08:00,-0.0149831480708,,0,0.5,2018-07-17,2018-07-17T15:00:00+08:00,0.0392226875567
2018-07-03,CHINEXT_BOARD,ALL_STATUS,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,0.0185252238846,,-0.0393140267321,0.25,-0.0301382113621,-0.0144909095486,0.12,,-0.101987315011,0.25,0.00418581026814,,-0.00161668775781,0.25,,,,,2018-07-06,2018-07-06T15:00:00+08:00,-0.0215963127911,2018-07-10,2018-07-10T15:00:00+08:00,-0.0205612833706,,-0.00577879906117,0.25,2018-07-17,2018-07-17T15:00:00+08:00,-0.000752699639891
2018-07-03,CHINEXT_BOARD,NON_ST,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,0.0185252238846,,-0.0391453021811,0.25,-0.0301382113621,-0.0144909095486,0.12,,-0.109860365199,0.25,0.00418581026814,,-0.00182221520926,0.25,,,,,2018-07-06,2018-07-06T15:00:00+08:00,-0.0215963127911,2018-07-10,2018-07-10T15:00:00+08:00,-0.0205612833706,,-0.0055781352998,0.25,2018-07-17,2018-07-17T15:00:00+08:00,-0.000752699639891
2018-07-03,SH_A,ALL_STATUS,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,0.0560972688729,,-0.00174198174386,0.75,0.0145341695453,0.0586019997343,0.223376623377,,0.00138930836605,1,0.00591221071177,,0.000109712685818,0.75,,,,,2018-07-06,2018-07-06T15:00:00+08:00,-0.0199355331933,2018-07-10,2018-07-10T15:00:00+08:00,-0.0125889788903,,0.00219350541907,1,2018-07-17,2018-07-17T15:00:00+08:00,0.0588031343984
2018-07-03,SH_A,NON_ST,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,0.0551447886957,,-0.0025257373701,0.75,0.0153931142416,0.0586748525747,0.231382978723,,0.00152261352469,1,0.00635928466561,,0.000351259188215,1,,,,,2018-07-06,2018-07-06T15:00:00+08:00,-0.0198785639709,2018-07-10,2018-07-10T15:00:00+08:00,-0.0126118276964,,0.00237132037437,1,2018-07-17,2018-07-17T15:00:00+08:00,0.0611453861193
2018-07-03,SZ_A,ALL_STATUS,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,0.052975828845,,-0.00486342177183,0.5,0.00263296945573,0.0524667266138,0.20462633452,,-0.017360980491,0.5,0.00591818948334,,0.000115691457391,1,,,,,2018-07-06,2018-07-06T15:00:00+08:00,-0.0180671528656,2018-07-10,2018-07-10T15:00:00+08:00,-0.0140018079263,,0.000780676383119,0.75,2018-07-17,2018-07-17T15:00:00+08:00,0.0206357293698
2018-07-03,SZ_A,NON_ST,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,0.0534866076571,,-0.00418391840865,0.5,0.0031816206122,0.053134032655,0.209009009009,,-0.0208513561897,0.5,0.00597596441559,,-3.20610618091e-05,0.5,,,,,2018-07-06,2018-07-06T15:00:00+08:00,-0.01742079096,2018-07-10,2018-07-10T15:00:00+08:00,-0.0131508757137,,0.00183227235707,0.75,2018-07-17,2018-07-17T15:00:00+08:00,0.0222636595134
2018-07-04,ALL_A,ALL_STATUS,2018-07-04T15:00:00+08:00,2018-07-04T15:00:00+08:00,0.0235656032137,,0,0.75,-0.00155246414588,0.0460081837121,-0.0496828752643,,0,0.5,0.00512913403522,,0,0.75,,,,,2018-07-09,2018-07-09T15:00:00+08:00,-0.00219729811403,2018-07-11,2018-07-11T15:00:00+08:00,0.00407684980566,,0,0.75,2018-07-18,2018-07-18T15:00:00+08:00,0.055594706245
2018-07-04,ALL_A,NON_ST,2018-07-04T15:00:00+08:00,2018-07-04T15:00:00+08:00,0.0239220811261,,0,0.75,-0.00149960034108,0.0450252213251,-0.0494092373792,,0,0.25,0.00527765655571,,0,0.75,,,,,2018-07-09,2018-07-09T15:00:00+08:00,-0.00173746156923,2018-07-11,2018-07-11T15:00:00+08:00,0.00410154902355,,0,0.75,2018-07-18,2018-07-18T15:00:00+08:00,0.0555341779472
2018-07-04,CHINEXT_BOARD,ALL_STATUS,2018-07-04T15:00:00+08:00,2018-07-04T15:00:00+08:00,-0.00768393898562,,-0.0312495421993,0.25,-0.0226352323169,-0.0199000297055,-0.005,,0.0446828752643,1,0.00457347891217,,-0.000555655123047,0.25,,,,,2018-07-09,2018-07-09T15:00:00+08:00,-0.00928395775063,2018-07-11,2018-07-11T15:00:00+08:00,-0.00373035025855,,-0.00780720006422,0.25,2018-07-18,2018-07-18T15:00:00+08:00,0.00892072060509
