trade_date,family,nav,cash,positions,industries,industry_hhi
2018-07-17,industry_diffusion_acceleration,9992948.303552954,7500000.0,10,2,0.6790722241458409
2018-07-18,industry_diffusion_acceleration,9969438.684865927,7500000.0,10,2,0.6716602487968852
2018-07-19,industry_diffusion_acceleration,9929030.224578481,7500000.0,10,2,0.6743893450568492
2018-07-20,industry_diffusion_acceleration,9954344.218200823,7500000.0,10,2,0.6737385550477513
2018-07-23,industry_diffusion_acceleration,9824639.877009083,7500000.0,10,2,0.6783712200102892
2018-07-24,industry_diffusion_acceleration,9884313.33334562,5049305.041259294,20,3,0.4206752023507361
2018-07-25,industry_diffusion_acceleration,9908294.309061507,5049305.041259294,20,3,0.4195811687033871
2018-07-26,industry_diffusion_acceleration,9870661.832761772,5049305.041259294,20,3,0.42012455753062694
2018-07-27,industry_diffusion_acceleration,9894005.210103847,5049305.041259294,20,3,0.41563230727633316
2018-07-30,industry_diffusion_acceleration,9825151.51315949,5049305.041259294,20,3,0.41870320159266405
2018-07-31,industry_diffusion_acceleration,9795537.080201631,2594894.1114219185,30,6,0.23136625704902566
2018-08-01,industry_diffusion_acceleration,9646454.830946865,2594894.1114219185,30,6,0.2309578386486419
2018-08-02,industry_diffusion_acceleration,9584907.643337185,2594894.1114219185,30,6,0.22952291622012028
2018-08-03,industry_diffusion_acceleration,9486415.773407737,2594894.1114219185,30,6,0.2304781585578135
2018-08-06,industry_diffusion_acceleration,9464411.872147355,2594894.1114219185,30,6,0.2311932735926056
2018-08-07,industry_diffusion_acceleration,9736156.103658356,217953.40348533864,40,8,0.18148026015544685
2018-08-08,industry_diffusion_acceleration,9613297.679023685,463026.31608389306,39,8,0.18547401016517556
2018-08-09,industry_diffusion_acceleration,9786276.142772397,463026.31608389306,39,8,0.18506844034402667
2018-08-10,industry_diffusion_acceleration,9769817.37427808,463026.31608389306,39,8,0.1842482517575628
2018-08-13,industry_diffusion_acceleration,9775062.731141726,463026.31608389306,39,8,0.18330603072258625
2018-08-14,industry_diffusion_acceleration,9795255.084483627,284917.5226187595,39,8,0.17226920905341256
2018-08-15,industry_diffusion_acceleration,9598172.345426947,284917.5226187595,39,8,0.17197792586168137
2018-08-16,industry_diffusion_acceleration,9506860.744802427,284917.5226187595,39,8,0.17282488410951752
2018-08-17,industry_diffusion_acceleration,9429469.136578217,284917.5226187595,39,8,0.17331561524988678
2018-08-20,industry_diffusion_acceleration,9479543.160211166,284917.5226187595,39,8,0.1741224561246691
2018-08-21,industry_diffusion_acceleration,9629960.768748786,252709.89485626714,39,10,0.13591469038796972
2018-08-22,industry_diffusion_acceleration,9579518.522690386,252709.89485626714,39,10,0.13662931032991044
2018-08-23,industry_diffusion_acceleration,9603287.42382429,252709.89485626714,39,10,0.13551626272223405
2018-08-24,industry_diffusion_acceleration,9543783.778704124,252709.89485626714,39,10,0.13496030838383416
2018-08-27,industry_diffusion_acceleration,9736674.088092025,252709.89485626714,39,10,0.13511214694882379
2018-08-28,industry_diffusion_acceleration,9722812.37319882,241341.07016059206,39,10,0.12605841156396658
2018-08-29,industry_diffusion_acceleration,9664929.046603693,241341.07016059206,39,10,0.1261812359582731
2018-08-30,industry_diffusion_acceleration,9509375.610002918,241341.07016059206,39,10,0.12602982375719152
2018-08-31,industry_diffusion_acceleration,9396669.890264614,241341.07016059206,39,10,0.12613321208244938
2018-09-03,industry_diffusion_acceleration,9498342.839075338,241341.07016059206,39,10,0.12639621945632923
2018-09-04,industry_diffusion_acceleration,9697402.572603785,5.820766091346741e-11,40,9,0.1316523602740516
2018-09-05,industry_diffusion_acceleration,9568926.449572543,5.820766091346741e-11,40,9,0.1317785200844637
2018-09-06,industry_diffusion_acceleration,9507763.250844467,5.820766091346741e-11,40,9,0.132048223185095
2018-09-07,industry_diffusion_acceleration,9517820.461095724,5.820766091346741e-11,40,9,0.1318036793674991
2018-09-10,industry_diffusion_acceleration,9306411.546228562,5.820766091346741e-11,40,9,0.13167551642284078
2018-09-11,industry_diffusion_acceleration,9312050.747607805,1341.3103843650024,40,10,0.11266999106776471
2018-09-12,industry_diffusion_acceleration,9255679.13053836,1341.3103843650024,40,10,0.1126303927629288
2018-09-13,industry_diffusion_acceleration,9369780.701842843,1341.3103843650024,40,10,0.1131367315325813
2018-09-14,industry_diffusion_acceleration,9206781.586819619,1341.3103843650024,40,10,0.11313922250296805
2018-09-17,industry_diffusion_acceleration,9092959.388906652,1341.3103843650024,40,10,0.11304240136670207
2018-09-18,industry_diffusion_acceleration,9185580.948490426,55721.646922235814,40,9,0.11994264909211678
2018-09-19,industry_diffusion_acceleration,9359772.744932119,55721.646922235814,40,9,0.11988063863172004
2018-09-20,industry_diffusion_acceleration,9278500.91177377,55721.646922235814,40,9,0.1198030835074133
2018-09-21,industry_diffusion_acceleration,9407645.649432877,55721.646922235814,40,9,0.11990797836407562
2018-09-25,industry_diffusion_acceleration,9427369.216501994,55721.646922235814,40,9,0.11991152134341627
2018-09-26,industry_diffusion_acceleration,9450640.628531264,16146.617206547613,40,8,0.14792363174435366
2018-09-27,industry_diffusion_acceleration,9255756.448423052,16146.617206547613,40,8,0.14816920331347141
2018-09-28,industry_diffusion_acceleration,9365692.713323148,16146.617206547613,40,8,0.14795702608637418
2018-10-08,industry_diffusion_acceleration,9079952.647533745,16146.617206547613,40,8,0.14754895945008772
2018-10-09,industry_diffusion_acceleration,9144755.17894459,16146.617206547613,40,8,0.14696346964828344
2018-10-10,industry_diffusion_acceleration,9201666.25030371,2.6193447411060333e-10,40,8,0.1576950577104002
2018-10-11,industry_diffusion_acceleration,8654780.935504997,2.6193447411060333e-10,40,8,0.1583733127377749
2018-10-12,industry_diffusion_acceleration,8603851.949001206,2.6193447411060333e-10,40,8,0.15796057865040147
2018-10-15,industry_diffusion_acceleration,8428865.07510356,2.6193447411060333e-10,40,8,0.1576488698067746
2018-10-16,industry_diffusion_acceleration,8344408.615088693,2.6193447411060333e-10,40,8,0.15777519451386657
2018-10-17,industry_diffusion_acceleration,8410092.101461066,77524.29216292928,40,10,0.15972557939133783
2018-10-18,industry_diffusion_acceleration,8061310.578641861,77524.29216292928,40,10,0.15895677503354969
2018-10-19,industry_diffusion_acceleration,8248400.473223546,77524.29216292928,40,10,0.15917563127643705
2018-10-22,industry_diffusion_acceleration,8626139.415538806,77524.29216292928,40,10,0.15900438041136208
2018-10-23,industry_diffusion_acceleration,8506945.969625005,77524.29216292928,40,10,0.15741230730675385
2018-10-24,industry_diffusion_acceleration,8471038.71251969,-2.3283064365386963e-10,41,11,0.14603506105633837
2018-10-25,industry_diffusion_acceleration,8429561.162557362,-2.3283064365386963e-10,41,11,0.14518957201268873
2018-10-26,industry_diffusion_acceleration,8476476.63758235,-2.3283064365386963e-10,41,11,0.1458989677540654
2018-10-29,industry_diffusion_acceleration,8299269.1117114425,-2.3283064365386963e-10,41,11,0.14516375027569814
2018-10-30,industry_diffusion_acceleration,8357776.252996271,-2.3283064365386963e-10,41,11,0.1451062719141784
2018-10-31,industry_diffusion_acceleration,8445982.299694683,5.820766091346741e-11,41,10,0.1558333822581372
2018-11-01,industry_diffusion_acceleration,8454383.660786126,5.820766091346741e-11,41,10,0.15575528262604196
2018-11-02,industry_diffusion_acceleration,8676851.388558999,5.820766091346741e-11,41,10,0.15563137612377542
2018-11-05,industry_diffusion_acceleration,8669279.36391042,5.820766091346741e-11,41,10,0.15563797469403134
2018-11-06,industry_diffusion_acceleration,8660803.028415985,5.820766091346741e-11,41,10,0.15553142382370838
2018-11-07,industry_diffusion_acceleration,8569338.457762698,-5.238689482212067e-10,42,12,0.13223945596292985
2018-11-08,industry_diffusion_acceleration,8523941.412436074,211664.81123262417,41,11,0.13742925291371233
2018-11-09,industry_diffusion_acceleration,8475786.116608826,211664.81123262417,41,11,0.13720806524408047
2018-11-12,industry_diffusion_acceleration,8689174.836821515,211664.81123262417,41,11,0.13694157147114133
2018-11-13,industry_diffusion_acceleration,8861036.798566869,211664.81123262417,41,11,0.1375022658788178
2018-11-14,industry_diffusion_acceleration,8805841.458366875,162729.9481169063,41,12,0.12990928575379926
2018-11-15,industry_diffusion_acceleration,8970941.643633496,162729.9481169063,41,12,0.1307199801229137
2018-11-16,industry_diffusion_acceleration,9030474.688017963,162729.9481169063,41,12,0.13130351350920005
2018-11-19,industry_diffusion_acceleration,9097692.947086254,369008.1050016151,40,11,0.13826791239450273
