trade_date,market_view,denominator,geometry_decision_at,future_trade_date,response_available_at,stock_industry_rs_tail_balance_p90_p10,stock_industry_rs_tail_balance_p90_p10_pit_3y_pct,stock_industry_rs_tail_balance_p90_p10_relative_to_all,stock_industry_rs_tail_balance_p90_p10_relative_view_rank_pct,stock_industry_rs_positive_mass_top10,stock_industry_rs_positive_mass_top10_pit_3y_pct,stock_industry_rs_positive_mass_top10_relative_to_all,stock_industry_rs_positive_mass_top10_relative_view_rank_pct,median_signed_limit_utilization,median_signed_limit_utilization_pit_3y_pct,median_signed_limit_utilization_relative_to_all,median_signed_limit_utilization_relative_view_rank_pct,upside_extreme_participation_70,upside_extreme_participation_70_pit_3y_pct,upside_extreme_participation_70_relative_to_all,upside_extreme_participation_70_relative_view_rank_pct,downside_extreme_participation_70,downside_extreme_participation_70_pit_3y_pct,downside_extreme_participation_70_relative_to_all,downside_extreme_participation_70_relative_view_rank_pct,leadership_positive_mass_top10,leadership_positive_mass_top10_pit_3y_pct,leadership_positive_mass_top10_relative_to_all,leadership_positive_mass_top10_relative_view_rank_pct,liquidity_amount_share_top10,liquidity_amount_share_top10_pit_3y_pct,liquidity_amount_share_top10_relative_to_all,liquidity_amount_share_top10_relative_view_rank_pct,volatility_mass_share_top10,volatility_mass_share_top10_pit_3y_pct,volatility_mass_share_top10_relative_to_all,volatility_mass_share_top10_relative_view_rank_pct,future_tail_balance20__raw,future_tail_balance20__pit,future_tail_balance20__relative_to_all,future_tail_balance20__relative_rank,future_residual_concentration20__raw,future_residual_concentration20__pit,future_residual_concentration20__relative_to_all,future_residual_concentration20__relative_rank
2018-07-03,ALL_A,ALL_STATUS,2018-07-03T15:00:00+08:00,2018-07-31,2018-07-31T15:00:00+08:00,0.0218068185495,,0,0.5,0.556075728358,,0,0.75,0.155050995629,,0,0.5,0.0285223367698,,0,0.5,0.0103092783505,,0,0.5,0.983015522585,,0,0.75,0.564690001359,,0,0.75,0.57657990248,,0,0.75,-0.0211789554991,,0,0.75,0.526455965327,,0,1
2018-07-03,ALL_A,NON_ST,2018-07-03T15:00:00+08:00,2018-07-31,2018-07-31T15:00:00+08:00,0.0217892718483,,0,0.5,0.558430172049,,0,0.75,0.154929577465,,0,0.5,0.0286813571179,,0,0.5,0.00909408884225,,0,0.5,0.983900280394,,0,0.75,0.561365880964,,0,0.75,0.577481270452,,0,0.75,-0.0235539465431,,0,0.75,0.525855741198,,0,1
2018-07-03,CHINEXT_BOARD,ALL_STATUS,2018-07-03T15:00:00+08:00,2018-07-31,2018-07-31T15:00:00+08:00,0.0624710607614,,0.0406642422119,1,0.550579698375,,-0.0054960299833,0.5,0.247712761547,,0.0926617659178,1,0.0590062111801,,0.0304838744104,1,0.0108695652174,,0.000560286866876,1,0.845396763191,,-0.137618759394,0.25,0.461437107993,,-0.103252893365,0.25,0.510967233592,,-0.0656126688885,0.25,-0.0318178826197,,-0.0106389271206,0.25,0.491103995569,,-0.0353519697582,0.25
2018-07-03,CHINEXT_BOARD,NON_ST,2018-07-03T15:00:00+08:00,2018-07-31,2018-07-31T15:00:00+08:00,0.0624710607614,,0.0406817889131,1,0.550579698375,,-0.00785047367402,0.5,0.247712761547,,0.092783184082,1,0.0590062111801,,0.0303248540623,1,0.0108695652174,,0.00177547637514,1,0.845396763191,,-0.138503517202,0.25,0.461437107993,,-0.0999287729711,0.25,0.510967233592,,-0.0665140368604,0.25,-0.0318178826197,,-0.00826393607664,0.25,0.491103995569,,-0.0347517456294,0.25
2018-07-03,SH_A,ALL_STATUS,2018-07-03T15:00:00+08:00,2018-07-31,2018-07-31T15:00:00+08:00,0.0122209879368,,-0.00958583061269,0.25,0.526113961302,,-0.0299617670569,0.25,0.131578947368,,-0.0234720482605,0.25,0.0158434296365,,-0.0126789071332,0.25,0.0102516309413,,-5.76474092293e-05,0.25,1,,0.0169844774148,1,0.606469356439,,0.0417793550801,1,0.588511288553,,0.0119313860728,1,-0.0113518273419,,0.00982712815723,1,0.525061017059,,-0.00139494826782,0.75
2018-07-03,SH_A,NON_ST,2018-07-03T15:00:00+08:00,2018-07-31,2018-07-31T15:00:00+08:00,0.00864767703167,,-0.0131415948167,0.25,0.528128600117,,-0.0303015719317,0.25,0.130434782609,,-0.0244947948561,0.25,0.0153256704981,,-0.0133556866198,0.25,0.00862068965517,,-0.00047339918708,0.25,1,,0.0160997196061,1,0.602339473868,,0.0409735929036,1,0.592272057797,,0.0147907873442,1,-0.0110348090007,,0.0125191375424,1,0.525838312726,,-1.74284723427e-05,0.75
2018-07-03,SZ_A,ALL_STATUS,2018-07-03T15:00:00+08:00,2018-07-31,2018-07-31T15:00:00+08:00,0.0254118075523,,0.00360498900283,0.75,0.565853365273,,0.00977763691496,1,0.170212765957,,0.0151617703285,0.75,0.0359281437126,,0.00740580694282,0.75,0.0103429504627,,3.36721121955e-05,0.75,0.950416824839,,-0.0325986977465,0.5,0.539684943128,,-0.025005058231,0.5,0.568076589034,,-0.00850331344608,0.5,-0.0260399133617,,-0.00486095786264,0.5,0.521160706448,,-0.00529525887899,0.5
2018-07-03,SZ_A,NON_ST,2018-07-03T15:00:00+08:00,2018-07-31,2018-07-31T15:00:00+08:00,0.0267145267771,,0.00492525492876,0.75,0.565545685493,,0.00711551344419,1,0.171428571429,,0.0164989939638,0.75,0.0363636363636,,0.00768227924576,0.75,0.00936639118457,,0.00027230234232,0.75,0.950875336632,,-0.0330249437624,0.5,0.538146553355,,-0.0232193276098,0.5,0.56797888712,,-0.00950238333232,0.5,-0.0282346056838,,-0.00468065914075,0.5,0.520853183392,,-0.00500255780619,0.5
2018-07-04,ALL_A,ALL_STATUS,2018-07-04T15:00:00+08:00,2018-08-01,2018-08-01T15:00:00+08:00,0.0193003184635,,0,0.5,0.541566341609,,0,1,-0.192307692308,,0,0.75,0.0137504297009,,0,0.5,0.0378136816776,,0,0.5,1,,0,0.75,0.537520868223,,0,0.75,0.533063328214,,0,0.75,-0.0129075723456,,0,1,0.530731530309,,0,0.75
2018-07-04,ALL_A,NON_ST,2018-07-04T15:00:00+08:00,2018-08-01,2018-08-01T15:00:00+08:00,0.0197941186858,,0,0.5,0.54457140522,,0,1,-0.190849282297,,0,0.75,0.0136459062281,,0,0.5,0.0342897130861,,0,0.5,1,,0,0.75,0.534895435643,,0,0.75,0.535532674953,,0,0.75,-0.0115231216678,,0,1,0.53337193191,,0,0.75
2018-07-04,CHINEXT_BOARD,ALL_STATUS,2018-07-04T15:00:00+08:00,2018-08-01,2018-08-01T15:00:00+08:00,0.0411516976072,,0.0218513791436,1,0.530125540598,,-0.0114408010108,0.5,-0.279056210113,,-0.0867485178052,0.25,0.0170807453416,,0.00333031564069,1,0.0652173913043,,0.0274037096268,1,0.981902994832,,-0.0180970051683,0.25,0.463422479165,,-0.074098389058,0.25,0.452258199805,,-0.0808051284088,0.25,-0.0419705446723,,-0.0290629723267,0.25,0.497109957997,,-0.0336215723124,0.25
2018-07-04,CHINEXT_BOARD,NON_ST,2018-07-04T15:00:00+08:00,2018-08-01,2018-08-01T15:00:00+08:00,0.0411516976072,,0.0213575789214,1,0.530125540598,,-0.0144458646219,0.5,-0.279056210113,,-0.0882069278163,0.25,0.0170807453416,,0.00343483911348,1,0.0652173913043,,0.0309276782183,1,0.981902994832,,-0.0180970051683,0.25,0.463422479165,,-0.0714729564782,0.25,0.452258199805,,-0.0832744751487,0.25,-0.0419705446723,,-0.0304474230045,0.25,0.497109957997,,-0.0362619739132,0.25
2018-07-04,SH_A,ALL_STATUS,2018-07-04T15:00:00+08:00,2018-08-01,2018-08-01T15:00:00+08:00,0.0140915106702,,-0.00520880779338,0.25,0.514308514761,,-0.0272578268484,0.25,-0.153142589118,,0.0391651031895,1,0.00932835820896,,-0.00442207149197,0.25,0.0251865671642,,-0.0126271145134,0.25,1,,0,0.75,0.554439382816,,0.0169185145937,1,0.567008727724,,0.0339453995106,1,-0.0129825406106,,-7.49682649549e-05,0.75,0.533106572419,,0.00237504211036,1
2018-07-04,SH_A,NON_ST,2018-07-04T15:00:00+08:00,2018-08-01,2018-08-01T15:00:00+08:00,0.0139330118519,,-0.00586110683388,0.25,0.523428135499,,-0.0211432697206,0.25,-0.15,,0.0408492822967,1,0.00958772770853,,-0.0040581785196,0.25,0.0191754554171,,-0.015114257669,0.25,1,,0,0.75,0.549705726044,,0.0148102904008,1,0.571445742258,,0.0359130673048,1,-0.0130295119822,,-0.00150639031435,0.75,0.533987315375,,0.000615383464633,1
