trade_date,market_view,denominator,volatility_decision_at,realized_volatility_median20,intraday_range_median_smooth5,volatility_mass_share_top10,realized_volatility_change5,realized_volatility_median20_pit_3y_pct,realized_volatility_median20_relative_to_all,realized_volatility_median20_relative_view_rank_pct,intraday_range_median_smooth5_pit_3y_pct,intraday_range_median_smooth5_relative_to_all,intraday_range_median_smooth5_relative_view_rank_pct,volatility_mass_share_top10_pit_3y_pct,volatility_mass_share_top10_relative_to_all,volatility_mass_share_top10_relative_view_rank_pct,realized_volatility_change5_pit_3y_pct,realized_volatility_change5_relative_to_all,realized_volatility_change5_relative_view_rank_pct,breadth_decision_at,breadth_net_new_high_low60,breadth_net_new_high_low60_pit_3y_pct,future_trade_date,response_available_at,future_volatility_change5_t25__raw,future_volatility_change5_t25__pit,future_volatility_change5_t25__relative_to_all,future_volatility_change5_t25__relative_rank,direction_return_60__csi000300,direction_return_60__csi000852,direction_return_60__csi000905,direction_return_60__sh000001,direction_return_60__sz399001,direction_return_60__sz399006,direction_return_60_pit_3y_pct__csi000300,direction_return_60_pit_3y_pct__csi000852,direction_return_60_pit_3y_pct__csi000905,direction_return_60_pit_3y_pct__sh000001,direction_return_60_pit_3y_pct__sz399001,direction_return_60_pit_3y_pct__sz399006
2018-07-03,ALL_A,ALL_STATUS,2018-07-03T15:00:00+08:00,0.493080595048,,0.57657990248,,,0,0.5,,,,,0,0.75,,,,2018-07-03T15:00:00+08:00,-0.00446735395189,,2018-08-07,2018-08-07T15:00:00+08:00,0.016391868388,,0,0.5,-0.124808080009,-0.189385310745,-0.153554871543,-0.118224729321,-0.153763235122,-0.152813413186,0.157407407407,0.111405835544,0.131299734748,0.156084656085,0.122641509434,0.133152173913
2018-07-03,ALL_A,NON_ST,2018-07-03T15:00:00+08:00,0.495042041573,,0.577481270452,,,0,0.5,,,,,0,0.75,,,,2018-07-03T15:00:00+08:00,-0.00419727177335,,2018-08-07,2018-08-07T15:00:00+08:00,0.0168958854058,,0,0.5,-0.124808080009,-0.189385310745,-0.153554871543,-0.118224729321,-0.153763235122,-0.152813413186,0.157407407407,0.111405835544,0.131299734748,0.156084656085,0.122641509434,0.133152173913
2018-07-03,CHINEXT_BOARD,ALL_STATUS,2018-07-03T15:00:00+08:00,0.566841014719,,0.510967233592,,,0.0737604196708,1,,,,,-0.0656126688885,0.25,,,,2018-07-03T15:00:00+08:00,-0.00155279503106,,2018-08-07,2018-08-07T15:00:00+08:00,0.00849244105271,,-0.00789942733529,0.25,-0.124808080009,-0.189385310745,-0.153554871543,-0.118224729321,-0.153763235122,-0.152813413186,0.157407407407,0.111405835544,0.131299734748,0.156084656085,0.122641509434,0.133152173913
2018-07-03,CHINEXT_BOARD,NON_ST,2018-07-03T15:00:00+08:00,0.566841014719,,0.510967233592,,,0.0717989731458,1,,,,,-0.0665140368604,0.25,,,,2018-07-03T15:00:00+08:00,-0.00155279503106,,2018-08-07,2018-08-07T15:00:00+08:00,0.00849244105271,,-0.00840344435304,0.25,-0.124808080009,-0.189385310745,-0.153554871543,-0.118224729321,-0.153763235122,-0.152813413186,0.157407407407,0.111405835544,0.131299734748,0.156084656085,0.122641509434,0.133152173913
2018-07-03,SH_A,ALL_STATUS,2018-07-03T15:00:00+08:00,0.456137029302,,0.588511288553,,,-0.0369435657457,0.25,,,,,0.0119313860728,1,,,,2018-07-03T15:00:00+08:00,-0.00372786579683,,2018-08-07,2018-08-07T15:00:00+08:00,0.0198254718627,,0.00343360347469,1,-0.124808080009,-0.189385310745,-0.153554871543,-0.118224729321,-0.153763235122,-0.152813413186,0.157407407407,0.111405835544,0.131299734748,0.156084656085,0.122641509434,0.133152173913
2018-07-03,SH_A,NON_ST,2018-07-03T15:00:00+08:00,0.457101787176,,0.592272057797,,,-0.0379402543967,0.25,,,,,0.0147907873442,1,,,,2018-07-03T15:00:00+08:00,-0.00383141762452,,2018-08-07,2018-08-07T15:00:00+08:00,0.0205965406255,,0.00370065521975,1,-0.124808080009,-0.189385310745,-0.153554871543,-0.118224729321,-0.153763235122,-0.152813413186,0.157407407407,0.111405835544,0.131299734748,0.156084656085,0.122641509434,0.133152173913
2018-07-03,SZ_A,ALL_STATUS,2018-07-03T15:00:00+08:00,0.516606214302,,0.568076589034,,,0.0235256192544,0.75,,,,,-0.00850331344608,0.5,,,,2018-07-03T15:00:00+08:00,-0.00489929232444,,2018-08-07,2018-08-07T15:00:00+08:00,0.0176741589252,,0.00128229053718,0.75,-0.124808080009,-0.189385310745,-0.153554871543,-0.118224729321,-0.153763235122,-0.152813413186,0.157407407407,0.111405835544,0.131299734748,0.156084656085,0.122641509434,0.133152173913
2018-07-03,SZ_A,NON_ST,2018-07-03T15:00:00+08:00,0.518321551858,,0.56797888712,,,0.0232795102847,0.75,,,,,-0.00950238333232,0.5,,,,2018-07-03T15:00:00+08:00,-0.00440771349862,,2018-08-07,2018-08-07T15:00:00+08:00,0.0186671452611,,0.00177125985534,0.75,-0.124808080009,-0.189385310745,-0.153554871543,-0.118224729321,-0.153763235122,-0.152813413186,0.157407407407,0.111405835544,0.131299734748,0.156084656085,0.122641509434,0.133152173913
2018-07-04,ALL_A,ALL_STATUS,2018-07-04T15:00:00+08:00,0.496113527589,,0.533063328214,,,0,0.5,,,,,0,0.75,,,,2018-07-04T15:00:00+08:00,-0.00481265039532,,2018-08-08,2018-08-08T15:00:00+08:00,0.0121234687528,,0,0.5,-0.136279677512,-0.198569139264,-0.161286090701,-0.126473930735,-0.167639995289,-0.159755935816,0.140211640212,0.102122015915,0.123342175066,0.146825396825,0.109164420485,0.130434782609
2018-07-04,ALL_A,NON_ST,2018-07-04T15:00:00+08:00,0.497665829919,,0.535532674953,,,0,0.5,,,,,0,0.75,,,,2018-07-04T15:00:00+08:00,-0.00419874037789,,2018-08-08,2018-08-08T15:00:00+08:00,0.0140452389532,,0,0.5,-0.136279677512,-0.198569139264,-0.161286090701,-0.126473930735,-0.167639995289,-0.159755935816,0.140211640212,0.102122015915,0.123342175066,0.146825396825,0.109164420485,0.130434782609
