audit_id,sequence_id,cohort,market_view,symbol,source_symbol,trade_date,target_year,block_id,market_sequence_rank,relative_day,h10_cont_signed_test_geometry,h10_cont_tested,h10_cont_penetration_depth,h10_cont_time_beyond_level,h10_cont_test_recurrence,h10_cont_closing_level_state,h10_cont_recovery_completion,h10_cont_recovery_speed,h10_cont_recovery_amplitude,h10_cont_recovery_volume_intensity,h10_cont_first_test_position,h10_cont_time_of_low,h10_cont_close_location,h10_cont_open_to_close_return,h10_cont_minute_realized_volatility,h10_cont_volume_herfindahl,h10_cont_opening_30_volume_share,h10_cont_closing_30_volume_share,h10_auction_signed_test_geometry,h10_auction_tested,h10_auction_penetration_depth,h10_auction_time_beyond_level,h10_auction_test_recurrence,h10_auction_closing_level_state,h10_auction_recovery_completion,h10_auction_recovery_speed,h10_auction_recovery_amplitude,h10_auction_recovery_volume_intensity,h10_auction_first_test_position,h10_auction_time_of_low,h10_auction_close_location,h10_auction_open_to_close_return,h10_auction_minute_realized_volatility,h10_auction_volume_herfindahl,h10_auction_opening_30_volume_share,h10_auction_closing_30_volume_share,h20_cont_signed_test_geometry,h20_cont_tested,h20_cont_penetration_depth,h20_cont_time_beyond_level,h20_cont_test_recurrence,h20_cont_closing_level_state,h20_cont_recovery_completion,h20_cont_recovery_speed,h20_cont_recovery_amplitude,h20_cont_recovery_volume_intensity,h20_cont_first_test_position,h20_cont_time_of_low,h20_cont_close_location,h20_cont_open_to_close_return,h20_cont_minute_realized_volatility,h20_cont_volume_herfindahl,h20_cont_opening_30_volume_share,h20_cont_closing_30_volume_share,h20_auction_signed_test_geometry,h20_auction_tested,h20_auction_penetration_depth,h20_auction_time_beyond_level,h20_auction_test_recurrence,h20_auction_closing_level_state,h20_auction_recovery_completion,h20_auction_recovery_speed,h20_auction_recovery_amplitude,h20_auction_recovery_volume_intensity,h20_auction_first_test_position,h20_auction_time_of_low,h20_auction_close_location,h20_auction_open_to_close_return,h20_auction_minute_realized_volatility,h20_auction_volume_herfindahl,h20_auction_opening_30_volume_share,h20_auction_closing_30_volume_share,h40_cont_signed_test_geometry,h40_cont_tested,h40_cont_penetration_depth,h40_cont_time_beyond_level,h40_cont_test_recurrence,h40_cont_closing_level_state,h40_cont_recovery_completion,h40_cont_recovery_speed,h40_cont_recovery_amplitude,h40_cont_recovery_volume_intensity,h40_cont_first_test_position,h40_cont_time_of_low,h40_cont_close_location,h40_cont_open_to_close_return,h40_cont_minute_realized_volatility,h40_cont_volume_herfindahl,h40_cont_opening_30_volume_share,h40_cont_closing_30_volume_share,h40_auction_signed_test_geometry,h40_auction_tested,h40_auction_penetration_depth,h40_auction_time_beyond_level,h40_auction_test_recurrence,h40_auction_closing_level_state,h40_auction_recovery_completion,h40_auction_recovery_speed,h40_auction_recovery_amplitude,h40_auction_recovery_volume_intensity,h40_auction_first_test_position,h40_auction_time_of_low,h40_auction_close_location,h40_auction_open_to_close_return,h40_auction_minute_realized_volatility,h40_auction_volume_herfindahl,h40_auction_opening_30_volume_share,h40_auction_closing_30_volume_share
MARKET|2018|01|ALL_A|01|000420.SZ|2018-03-12,2018|01|ALL_A|01|000420.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,000420.SZ,000420,2018-03-12,2018,1,1,-5,0.0067340099450312607,False,0,0,0,0.016835010412967533,,,,,,0,1,0.0066666603088378906,0.031962202819781536,0.013674685771902378,0.18494669630495583,0.12854204841804256,0.0067340099450312607,False,0,0,0,0.016835010412967533,,,,,,0,1,0.010033435215412778,0.032136126858328104,0.013625200218502378,0.17653062191148033,0.12829134320107582,0.060283691325086375,False,0,0,0,0.070921979051955297,,,,,,0,1,0.0066666603088378906,0.031962202819781536,0.013674685771902378,0.18494669630495583,0.12854204841804256,0.060283691325086375,False,0,0,0,0.070921979051955297,,,,,,0,1,0.010033435215412778,0.032136126858328104,0.013625200218502378,0.17653062191148033,0.12829134320107582,0.060283691325086375,False,0,0,0,0.070921979051955297,,,,,,0,1,0.0066666603088378906,0.031962202819781536,0.013674685771902378,0.18494669630495583,0.12854204841804256,0.060283691325086375,False,0,0,0,0.070921979051955297,,,,,,0,1,0.010033435215412778,0.032136126858328104,0.013625200218502378,0.17653062191148033,0.12829134320107582
MARKET|2018|01|ALL_A|01|000420.SZ|2018-03-13,2018|01|ALL_A|01|000420.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,000420.SZ,000420,2018-03-13,2018,1,1,-4,0.0067340099450314828,False,0,0,0,0.010101010101010166,,,,,,0.15899581589958159,0.33333333333333726,-0.0033222559783854244,0.032327164477723991,0.014248776873249039,0.16908681722998972,0.11628675523739895,0.0067340099450314828,False,0,0,0,0.010101010101010166,,,,,,0.16250000000000001,0.33333333333333726,-0.0033222559783854244,0.032497995768716322,0.014160580442484701,0.1626169169201922,0.11587496236965644,0.060283691325086597,False,0,0,0,0.063829787234042978,,,,,,0.15899581589958159,0.33333333333333726,-0.0033222559783854244,0.032327164477723991,0.014248776873249039,0.16908681722998972,0.11628675523739895,0.060283691325086597,False,0,0,0,0.063829787234042978,,,,,,0.16250000000000001,0.33333333333333726,-0.0033222559783854244,0.032497995768716322,0.014160580442484701,0.1626169169201922,0.11587496236965644,0.060283691325086597,False,0,0,0,0.063829787234042978,,,,,,0.15899581589958159,0.33333333333333726,-0.0033222559783854244,0.032327164477723991,0.014248776873249039,0.16908681722998972,0.11628675523739895,0.060283691325086597,False,0,0,0,0.063829787234042978,,,,,,0.16250000000000001,0.33333333333333726,-0.0033222559783854244,0.032497995768716322,0.014160580442484701,0.1626169169201922,0.11587496236965644
MARKET|2018|01|ALL_A|01|000420.SZ|2018-03-14,2018|01|ALL_A|01|000420.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,000420.SZ,000420,2018-03-14,2018,1,1,-3,-0.010100990834862378,True,0.010100990834862378,0.72916666666666663,12,-0.0067339906788836945,True,0,0.0033670001559786477,4.156646759739127,0.016736401673640166,0.61506276150627615,0.19999999999999576,-0.013377913620550408,0.031141909335265613,0.023793903837790467,0.27802711772928324,0.124943476852412,-0.010100990834862378,True,0.010100990834862378,0.72614107883817425,12,-0.0067339906788836945,True,0,0.0033670001559786477,4.1668800370485197,0.020833333333333332,0.6166666666666667,0.19999999999999576,-0.013377913620550408,0.031321583256133642,0.023716065394388131,0.27747162220306221,0.12473136205076026,0.042553211780304689,False,0,0,0,0.046099307689261071,,,,,,0.61506276150627615,0.19999999999999576,-0.013377913620550408,0.031141909335265613,0.023793903837790467,0.27802711772928324,0.124943476852412,0.042553211780304689,False,0,0,0,0.046099307689261071,,,,,,0.6166666666666667,0.19999999999999576,-0.013377913620550408,0.031321583256133642,0.023716065394388131,0.27747162220306221,0.12473136205076026,0.042553211780304689,False,0,0,0,0.046099307689261071,,,,,,0.61506276150627615,0.19999999999999576,-0.013377913620550408,0.031141909335265613,0.023793903837790467,0.27802711772928324,0.124943476852412,0.042553211780304689,False,0,0,0,0.046099307689261071,,,,,,0.6166666666666667,0.19999999999999576,-0.013377913620550408,0.031321583256133642,0.023716065394388131,0.27747162220306221,0.12473136205076026
MARKET|2018|01|ALL_A|01|000420.SZ|2018-03-15,2018|01|ALL_A|01|000420.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,000420.SZ,000420,2018-03-15,2018,1,1,-2,-0.0068026951381139344,True,0.0068026951381139344,0.37916666666666665,13,1.9462741196463185e-08,True,0,0.0068027146008550581,3.5901172782643367,0,0.012552301255230125,0.50000000000000444,0.0034129659506543231,0.035721575068263269,0.016606992437817054,0.30510222319992303,0.11194368443485075,-0.0068026951381139344,True,0.0068026951381139344,0.38174273858921159,13,1.9462741196463185e-08,True,1,0.0068027146008550581,2.6628289473684212,0,0.016666666666666666,0.50000000000000444,0.0034129659506543231,0.035883695887600882,0.016419667809454818,0.30858265996942563,0.11113234330639878,0.035461019962391926,False,0,0,0,0.042553211780304689,,,,,,0.012552301255230125,0.50000000000000444,0.0034129659506543231,0.035721575068263269,0.016606992437817054,0.30510222319992303,0.11194368443485075,0.035461019962391926,False,0,0,0,0.042553211780304689,,,,,,0.016666666666666666,0.50000000000000444,0.0034129659506543231,0.035883695887600882,0.016419667809454818,0.30858265996942563,0.11113234330639878,0.035461019962391926,False,0,0,0,0.042553211780304689,,,,,,0.012552301255230125,0.50000000000000444,0.0034129659506543231,0.035721575068263269,0.016606992437817054,0.30510222319992303,0.11194368443485075,0.035461019962391926,False,0,0,0,0.042553211780304689,,,,,,0.016666666666666666,0.50000000000000444,0.0034129659506543231,0.035883695887600882,0.016419667809454818,0.30858265996942563,0.11113234330639878
MARKET|2018|01|ALL_A|01|000420.SZ|2018-03-16,2018|01|ALL_A|01|000420.SZ,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,000420.SZ,000420,2018-03-16,2018,1,1,-1,2.6128063268515689e-08,False,0,0,0,0.010273988932779199,,,,,,0.025104602510460251,0.74999999999999778,0.0034013572342277421,0.03309857427828472,0.022636939373104202,0.18081019731098305,0.20909725859961587,2.6128063268515689e-08,False,0,0,0,0.010273988932779199,,,,,,0.029166666666666667,0.74999999999999778,0.0034013572342277421,0.03309857427828472,0.022582262726075591,0.18182809059795521,0.20883744250430536,0.035461019962391926,False,0,0,0,0.046099307689261071,,,,,,0.025104602510460251,0.74999999999999778,0.0034013572342277421,0.03309857427828472,0.022636939373104202,0.18081019731098305,0.20909725859961587,0.035461019962391926,False,0,0,0,0.046099307689261071,,,,,,0.029166666666666667,0.74999999999999778,0.0034013572342277421,0.03309857427828472,0.022582262726075591,0.18182809059795521,0.20883744250430536,0.035461019962391926,False,0,0,0,0.046099307689261071,,,,,,0.025104602510460251,0.74999999999999778,0.0034013572342277421,0.03309857427828472,0.022636939373104202,0.18081019731098305,0.20909725859961587,0.035461019962391926,False,0,0,0,0.046099307689261071,,,,,,0.029166666666666667,0.74999999999999778,0.0034013572342277421,0.03309857427828472,0.022582262726075591,0.18182809059795521,0.20883744250430536
MARKET|2018|01|ALL_A|02|600576.SH|2018-03-12,2018|01|ALL_A|02|600576.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,600576.SH,600576,2018-03-12,2018,1,2,-5,0.078303447555367445,False,0,0,0,0.10603592329663103,,,,,,0.020920502092050208,0.7727283564491223,0.019548889109261891,0.023838742284650601,0.010435720310603863,0.21414821817563462,0.10431346493936235,0.078303447555367445,False,0,0,0,0.10603592329663103,,,,,,0.025000000000000001,0.7727283564491223,0.021084389478587928,0.024261225204703061,0.010331422968679442,0.21782614050439073,0.10342976846862569,0.15761823704280253,False,0,0,0,0.18739057965119921,,,,,,0.020920502092050208,0.7727283564491223,0.019548889109261891,0.023838742284650601,0.010435720310603863,0.21414821817563462,0.10431346493936235,0.15761823704280253,False,0,0,0,0.18739057965119921,,,,,,0.025000000000000001,0.7727283564491223,0.021084389478587928,0.024261225204703061,0.010331422968679442,0.21782614050439073,0.10342976846862569,0.15761823704280253,False,0,0,0,0.18739057965119921,,,,,,0.020920502092050208,0.7727283564491223,0.019548889109261891,0.023838742284650601,0.010435720310603863,0.21414821817563462,0.10431346493936235,0.15761823704280253,False,0,0,0,0.18739057965119921,,,,,,0.025000000000000001,0.7727283564491223,0.021084389478587928,0.024261225204703061,0.010331422968679442,0.21782614050439073,0.10342976846862569
MARKET|2018|01|ALL_A|02|600576.SH|2018-03-13,2018|01|ALL_A|02|600576.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,600576.SH,600576,2018-03-13,2018,1,2,-4,0.078778141181185202,False,0,0,0,0.098070727283931403,,,,,,0.020920502092050208,0.32432411533792266,0.016369067998329045,0.029230245087263702,0.018382582901805992,0.10235898106782125,0.15189019552417632,0.078778141181185202,False,0,0,0,0.098070727283931403,,,,,,0.025000000000000001,0.32432411533792266,0.01185184054904509,0.029380477254431783,0.018284169370777006,0.10287620829544558,0.15144794550103116,0.17513135519211387,False,0,0,0,0.19614709697128752,,,,,,0.020920502092050208,0.32432411533792266,0.016369067998329045,0.029230245087263702,0.018382582901805992,0.10235898106782125,0.15189019552417632,0.17513135519211387,False,0,0,0,0.19614709697128752,,,,,,0.025000000000000001,0.32432411533792266,0.01185184054904509,0.029380477254431783,0.018284169370777006,0.10287620829544558,0.15144794550103116,0.17513135519211387,False,0,0,0,0.19614709697128752,,,,,,0.020920502092050208,0.32432411533792266,0.016369067998329045,0.029230245087263702,0.018382582901805992,0.10235898106782125,0.15189019552417632,0.17513135519211387,False,0,0,0,0.19614709697128752,,,,,,0.025000000000000001,0.32432411533792266,0.01185184054904509,0.029380477254431783,0.018284169370777006,0.10287620829544558,0.15144794550103116
MARKET|2018|01|ALL_A|02|600576.SH|2018-03-14,2018|01|ALL_A|02|600576.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,600576.SH,600576,2018-03-14,2018,1,2,-3,0.051036706951816946,False,0,0,0,0.054226496573270611,,,,,,0.97489539748953979,0.079999923706054549,-0.026509547768760244,0.022885439149731651,0.0096077007301340923,0.15949218028990406,0.22515490598511897,0.051036706951816946,False,0,0,0,0.054226496573270611,,,,,,0.97499999999999998,0.079999923706054549,-0.026509547768760244,0.022932845887961979,0.0095167153313119451,0.1632071129220643,0.22316159815497938,0.15411561341294044,False,0,0,0,0.15761823704280276,,,,,,0.97489539748953979,0.079999923706054549,-0.026509547768760244,0.022885439149731651,0.0096077007301340923,0.15949218028990406,0.22515490598511897,0.15411561341294044,False,0,0,0,0.15761823704280276,,,,,,0.97499999999999998,0.079999923706054549,-0.026509547768760244,0.022932845887961979,0.0095167153313119451,0.1632071129220643,0.22316159815497938,0.15411561341294044,False,0,0,0,0.15761823704280276,,,,,,0.97489539748953979,0.079999923706054549,-0.026509547768760244,0.022885439149731651,0.0096077007301340923,0.15949218028990406,0.22515490598511897,0.15411561341294044,False,0,0,0,0.15761823704280276,,,,,,0.97499999999999998,0.079999923706054549,-0.026509547768760244,0.022932845887961979,0.0095167153313119451,0.1632071129220643,0.22316159815497938
MARKET|2018|01|ALL_A|02|600576.SH|2018-03-15,2018|01|ALL_A|02|600576.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,600576.SH,600576,2018-03-15,2018,1,2,-2,0.012658242937884534,False,0,0,0,0.039556989186926517,,,,,,0.71129707112970708,0.80952402577645011,0.0030534321136057585,0.027807815889591733,0.012888533955980393,0.13327589307562362,0.18836768447462066,0.012658242937884534,False,0,0,0,0.039556989186926517,,,,,,0.71250000000000002,0.80952402577645011,0.0030534321136057585,0.02780781588959173,0.012861302491823372,0.13349682537812751,0.18815966168779155,0.10154906977064182,False,0,0,0,0.1308089796319063,,,,,,0.71129707112970708,0.80952402577645011,0.0030534321136057585,0.027807815889591733,0.012888533955980393,0.13327589307562362,0.18836768447462066,0.10154906977064182,False,0,0,0,0.1308089796319063,,,,,,0.71250000000000002,0.80952402577645011,0.0030534321136057585,0.02780781588959173,0.012861302491823372,0.13349682537812751,0.18815966168779155,0.12084064717468124,False,0,0,0,0.15061298978307791,,,,,,0.71129707112970708,0.80952402577645011,0.0030534321136057585,0.027807815889591733,0.012888533955980393,0.13327589307562362,0.18836768447462066,0.12084064717468124,False,0,0,0,0.15061298978307791,,,,,,0.71250000000000002,0.80952402577645011,0.0030534321136057585,0.02780781588959173,0.012861302491823372,0.13349682537812751,0.18815966168779155
MARKET|2018|01|ALL_A|02|600576.SH|2018-03-16,2018|01|ALL_A|02|600576.SH,CALENDAR_DISTRIBUTED_MARKET_SEQUENCE,ALL_A,600576.SH,600576,2018-03-16,2018,1,2,-1,0.026898697961734497,False,0,0,0,0.036392435242857957,,,,,,0.054393305439330547,0.333335099393888,0.001529086993909301,0.028507850600405279,0.0097912018393279624,0.1484360127017649,0.19178209687422529,0.026898697961734497,False,0,0,0,0.036392435242857957,,,,,,0.058333333333333334,0.333335099393888,0.003062784116985684,0.028873986688666219,0.0097868358682402928,0.14293226830556424,0.19173883509956016,0.099999961206468146,False,0,0,0,0.1101695238533662,,,,,,0.054393305439330547,0.333335099393888,0.001529086993909301,0.028507850600405279,0.0097912018393279624,0.1484360127017649,0.19178209687422529,0.099999961206468146,False,0,0,0,0.1101695238533662,,,,,,0.058333333333333334,0.333335099393888,0.003062784116985684,0.028873986688666219,0.0097868358682402928,0.14293226830556424,0.19173883509956016,0.13660241175449417,False,0,0,0,0.1471103661532156,,,,,,0.054393305439330547,0.333335099393888,0.001529086993909301,0.028507850600405279,0.0097912018393279624,0.1484360127017649,0.19178209687422529,0.13660241175449417,False,0,0,0,0.1471103661532156,,,,,,0.058333333333333334,0.333335099393888,0.003062784116985684,0.028873986688666219,0.0097868358682402928,0.14293226830556424,0.19173883509956016
