trade_date,market_view,denominator,decision_at,available_at,size_positive_participation_small30_large30,size_positive_participation_small30_large30__pit_3y_pct,size_positive_participation_small30_large30__relative_to_all,size_positive_participation_small30_large30__relative_view_rank_pct,size_leadership_transition5,size_leadership_transition5__pit_3y_pct,size_leadership_transition5__relative_to_all,size_leadership_transition5__relative_view_rank_pct,size_positive_participation_small20_large20,size_positive_participation_small40_large40,size_bucket_return_std5,size_bucket_return_std5__pit_3y_pct,size_bucket_return_std5__relative_to_all,size_bucket_return_std5__relative_view_rank_pct,median_signed_limit_utilization,median_signed_limit_utilization_pit_3y_pct,median_signed_limit_utilization_relative_to_all,median_signed_limit_utilization_relative_view_rank_pct,future_trade_date_h5,response_available_at_h5,future_h5__size_leadership_transition5,future_h5__size_leadership_transition5__pit_3y_pct,future_h5__size_leadership_transition5__relative_to_all,future_h5__size_leadership_transition5__relative_view_rank_pct
2018-07-03,ALL_A,ALL_STATUS,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,0.221987315011,,0,0.75,0.0578392506168,,0,1,0.244057052298,0.168779714739,0.00580249802595,,0,0.5,0.155050995629,,0,0.5,2018-07-10,2018-07-10T15:00:00+08:00,-0.0147824843094,,0,0.5
2018-07-03,ALL_A,NON_ST,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,0.229860365199,,0,0.75,0.0576705260658,,0,1,0.252818035427,0.174053182917,0.0060080254774,,0,0.75,0.154929577465,,0,0.5,2018-07-10,2018-07-10T15:00:00+08:00,-0.0149831480708,,0,0.5
2018-07-03,CHINEXT_BOARD,ALL_STATUS,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,0.12,,-0.101987315011,0.25,0.0185252238846,,-0.0393140267321,0.25,0.165413533835,0.0789473684211,0.00418581026814,,-0.00161668775781,0.25,0.247712761547,,0.0926617659178,1,2018-07-10,2018-07-10T15:00:00+08:00,-0.0205612833706,,-0.00577879906117,0.25
2018-07-03,CHINEXT_BOARD,NON_ST,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,0.12,,-0.109860365199,0.25,0.0185252238846,,-0.0391453021811,0.25,0.165413533835,0.0789473684211,0.00418581026814,,-0.00182221520926,0.25,0.247712761547,,0.092783184082,1,2018-07-10,2018-07-10T15:00:00+08:00,-0.0205612833706,,-0.0055781352998,0.25
2018-07-03,SH_A,ALL_STATUS,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,0.223376623377,,0.00138930836605,1,0.0560972688729,,-0.00174198174386,0.75,0.296875,0.189083820663,0.00591221071177,,0.000109712685818,0.75,0.131578947368,,-0.0234720482605,0.25,2018-07-10,2018-07-10T15:00:00+08:00,-0.0125889788903,,0.00219350541907,1
2018-07-03,SH_A,NON_ST,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,0.231382978723,,0.00152261352469,1,0.0551447886957,,-0.0025257373701,0.75,0.306772908367,0.201596806387,0.00635928466561,,0.000351259188215,1,0.130434782609,,-0.0244947948561,0.25,2018-07-10,2018-07-10T15:00:00+08:00,-0.0126118276964,,0.00237132037437,1
2018-07-03,SZ_A,ALL_STATUS,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,0.20462633452,,-0.017360980491,0.5,0.052975828845,,-0.00486342177183,0.5,0.232620320856,0.157543391188,0.00591818948334,,0.000115691457391,1,0.170212765957,,0.0151617703285,0.75,2018-07-10,2018-07-10T15:00:00+08:00,-0.0140018079263,,0.000780676383119,0.75
2018-07-03,SZ_A,NON_ST,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,0.209009009009,,-0.0208513561897,0.5,0.0534866076571,,-0.00418391840865,0.5,0.232432432432,0.160810810811,0.00597596441559,,-3.20610618091e-05,0.5,0.171428571429,,0.0164989939638,0.75,2018-07-10,2018-07-10T15:00:00+08:00,-0.0131508757137,,0.00183227235707,0.75
2018-07-04,ALL_A,ALL_STATUS,2018-07-04T15:00:00+08:00,2018-07-04T15:00:00+08:00,-0.0496828752643,,0,0.5,0.0235656032137,,0,0.75,-0.0570522979398,-0.041204437401,0.00512913403522,,0,0.75,-0.192307692308,,0,0.75,2018-07-11,2018-07-11T15:00:00+08:00,0.00407684980566,,0,0.75
2018-07-04,ALL_A,NON_ST,2018-07-04T15:00:00+08:00,2018-07-04T15:00:00+08:00,-0.0494092373792,,0,0.25,0.0239220811261,,0,0.75,-0.061191626409,-0.0386784850927,0.00527765655571,,0,0.75,-0.190849282297,,0,0.75,2018-07-11,2018-07-11T15:00:00+08:00,0.00410154902355,,0,0.75
2018-07-04,CHINEXT_BOARD,ALL_STATUS,2018-07-04T15:00:00+08:00,2018-07-04T15:00:00+08:00,-0.005,,0.0446828752643,1,-0.00768393898562,,-0.0312495421993,0.25,-0.015037593985,-0.0225563909774,0.00457347891217,,-0.000555655123047,0.25,-0.279056210113,,-0.0867485178052,0.25,2018-07-11,2018-07-11T15:00:00+08:00,-0.00373035025855,,-0.00780720006422,0.25
2018-07-04,CHINEXT_BOARD,NON_ST,2018-07-04T15:00:00+08:00,2018-07-04T15:00:00+08:00,-0.005,,0.0444092373792,1,-0.00768393898562,,-0.0316060201117,0.25,-0.015037593985,-0.0225563909774,0.00457347891217,,-0.000704177643545,0.25,-0.279056210113,,-0.0882069278163,0.25,2018-07-11,2018-07-11T15:00:00+08:00,-0.00373035025855,,-0.00783189928211,0.25
2018-07-04,SH_A,ALL_STATUS,2018-07-04T15:00:00+08:00,2018-07-04T15:00:00+08:00,-0.0493506493506,,0.000332225913621,0.75,0.0250571998397,,0.00149159662603,1,-0.07421875,-0.0350877192982,0.00466452158481,,-0.000464612450407,0.5,-0.153142589118,,0.0391651031895,1,2018-07-11,2018-07-11T15:00:00+08:00,0.00441447152481,,0.000337621719147,1
2018-07-04,SH_A,NON_ST,2018-07-04T15:00:00+08:00,2018-07-04T15:00:00+08:00,-0.0478723404255,,0.00153689695363,0.75,0.0253455042559,,0.0014234231298,1,-0.0756972111554,-0.0379241516966,0.00459237816259,,-0.000685278393125,0.5,-0.15,,0.0408492822967,1,2018-07-11,2018-07-11T15:00:00+08:00,0.00386833467697,,-0.000233214346582,0.5
2018-07-04,SZ_A,ALL_STATUS,2018-07-04T15:00:00+08:00,2018-07-04T15:00:00+08:00,-0.0498220640569,,-0.000139188792669,0.25,0.0192283641535,,-0.00433723906015,0.5,-0.0454545454545,-0.0440587449933,0.00533073768491,,0.000201603649695,1,-0.220289855072,,-0.0279821627648,0.5,2018-07-11,2018-07-11T15:00:00+08:00,0.00391076383013,,-0.000166085975532,0.5
2018-07-04,SZ_A,NON_ST,2018-07-04T15:00:00+08:00,2018-07-04T15:00:00+08:00,-0.0486486486486,,0.000760588730514,0.5,0.0194233539667,,-0.00449872715942,0.5,-0.0486486486486,-0.0445945945946,0.00553627205793,,0.000258615502219,1,-0.219512195122,,-0.0286629128253,0.5,2018-07-11,2018-07-11T15:00:00+08:00,0.00555077365146,,0.0014492246279,1
2018-07-05,ALL_A,ALL_STATUS,2018-07-05T15:00:00+08:00,2018-07-05T15:00:00+08:00,-0.0506863780359,,0,0.5,-0.0230785259173,,0,0.75,-0.0776545166403,-0.0277337559429,0.00278643042108,,0,0.75,-0.275436261461,,0,0.5,2018-07-12,2018-07-12T15:00:00+08:00,0.0299177735106,,0,0.75
2018-07-05,ALL_A,NON_ST,2018-07-05T15:00:00+08:00,2018-07-05T15:00:00+08:00,-0.0515021459227,,0,0.5,-0.0231252217532,,0,0.75,-0.0805152979066,-0.0281803542673,0.00281778104697,,0,0.75,-0.272727272727,,0,0.75,2018-07-12,2018-07-12T15:00:00+08:00,0.0303497581888,,0,0.75
2018-07-05,CHINEXT_BOARD,ALL_STATUS,2018-07-05T15:00:00+08:00,2018-07-05T15:00:00+08:00,-0.03,,0.0206863780359,0.75,-0.0642168166902,,-0.0411382907729,0.25,0.015037593985,-0.0187265917603,0.00199280881976,,-0.000793621601326,0.5,-0.275,,0.000436261461106,0.75,2018-07-12,2018-07-12T15:00:00+08:00,0.0161449338752,,-0.0137728396354,0.25
2018-07-05,CHINEXT_BOARD,NON_ST,2018-07-05T15:00:00+08:00,2018-07-05T15:00:00+08:00,-0.03,,0.0215021459227,0.75,-0.0642168166902,,-0.041091594937,0.25,0.015037593985,-0.0187265917603,0.00199280881976,,-0.000824972227209,0.5,-0.275,,-0.00227272727273,0.5,2018-07-12,2018-07-12T15:00:00+08:00,0.0161449338752,,-0.0142048243136,0.25
2018-07-05,SH_A,ALL_STATUS,2018-07-05T15:00:00+08:00,2018-07-05T15:00:00+08:00,-0.116883116883,,-0.0661967388472,0.25,-0.0214134732388,,0.00166505267846,1,-0.190661478599,-0.0740740740741,0.00525629559119,,0.00246986517011,1,-0.265306122449,,0.0101301390121,1,2018-07-12,2018-07-12T15:00:00+08:00,0.0353748615025,,0.00545708799189,1
2018-07-05,SH_A,NON_ST,2018-07-05T15:00:00+08:00,2018-07-05T15:00:00+08:00,-0.125,,-0.0734978540773,0.25,-0.0210052461728,,0.00211997558039,1,-0.195219123506,-0.0816733067729,0.00528331725747,,0.00246553621051,1,-0.260869565217,,0.0118577075099,1,2018-07-12,2018-07-12T15:00:00+08:00,0.035799772564,,0.00545001437516,1
