trade_date,market_view,denominator,eligible_count,industry_mapped_count,industry_mapping_coverage,included_industry_count,residual_count,common_industry_count_lag5,industry_label_union_lag5,view_valid,industry_valid,within_view_observation,decision_at,available_at,snapshot_id,industry_positive_participation_median,industry_positive_participation_mean,industry_positive_participation_majority,industry_return_depth_median_of_medians,industry_return_depth_mean_of_medians,industry_return_depth_median_of_means,industry_return_dispersion_iqr,industry_return_dispersion_p90_p10,industry_return_dispersion_mad,industry_market_rs_depth_median,industry_market_rs_depth_mean,industry_market_rs_depth_p60,industry_leadership_positive_mass_top3,industry_leadership_positive_mass_top5,industry_leadership_positive_mass_top10,winner_industry_entropy_top10,winner_industry_entropy_top5,winner_industry_entropy_top20,industry_leadership_jaccard_top5_lag5,industry_leadership_jaccard_top3_lag5,industry_leadership_jaccard_top10_lag5,industry_rank_rotation_spearman_lag5,industry_rank_rotation_kendall_lag5,industry_rank_rotation_displacement_lag5,stock_industry_rs_dispersion_iqr,stock_industry_rs_dispersion_p90_p10,stock_industry_rs_dispersion_mad,stock_industry_rs_tail_balance_p90_p10,stock_industry_rs_tail_balance_p80_p20,stock_industry_rs_tail_balance_p95_p05,stock_industry_rs_positive_mass_top10,stock_industry_rs_positive_mass_top5,stock_industry_rs_positive_mass_top20,industry_positive_participation_median_pit_expanding_pct,industry_positive_participation_median_pit_3y_pct,industry_positive_participation_median_pit_3y_robust_z,industry_positive_participation_median_relative_to_all,industry_positive_participation_median_relative_view_rank_pct,industry_return_depth_median_of_medians_pit_expanding_pct,industry_return_depth_median_of_medians_pit_3y_pct,industry_return_depth_median_of_medians_pit_3y_robust_z,industry_return_depth_median_of_medians_relative_to_all,industry_return_depth_median_of_medians_relative_view_rank_pct,industry_return_dispersion_iqr_pit_expanding_pct,industry_return_dispersion_iqr_pit_3y_pct,industry_return_dispersion_iqr_pit_3y_robust_z,industry_return_dispersion_iqr_relative_to_all,industry_return_dispersion_iqr_relative_view_rank_pct,industry_market_rs_depth_median_pit_expanding_pct,industry_market_rs_depth_median_pit_3y_pct,industry_market_rs_depth_median_pit_3y_robust_z,industry_market_rs_depth_median_relative_to_all,industry_market_rs_depth_median_relative_view_rank_pct,industry_leadership_positive_mass_top3_pit_expanding_pct,industry_leadership_positive_mass_top3_pit_3y_pct,industry_leadership_positive_mass_top3_pit_3y_robust_z,industry_leadership_positive_mass_top3_relative_to_all,industry_leadership_positive_mass_top3_relative_view_rank_pct,winner_industry_entropy_top10_pit_expanding_pct,winner_industry_entropy_top10_pit_3y_pct,winner_industry_entropy_top10_pit_3y_robust_z,winner_industry_entropy_top10_relative_to_all,winner_industry_entropy_top10_relative_view_rank_pct,industry_leadership_jaccard_top5_lag5_pit_expanding_pct,industry_leadership_jaccard_top5_lag5_pit_3y_pct,industry_leadership_jaccard_top5_lag5_pit_3y_robust_z,industry_leadership_jaccard_top5_lag5_relative_to_all,industry_leadership_jaccard_top5_lag5_relative_view_rank_pct,industry_rank_rotation_spearman_lag5_pit_expanding_pct,industry_rank_rotation_spearman_lag5_pit_3y_pct,industry_rank_rotation_spearman_lag5_pit_3y_robust_z,industry_rank_rotation_spearman_lag5_relative_to_all,industry_rank_rotation_spearman_lag5_relative_view_rank_pct,stock_industry_rs_dispersion_iqr_pit_expanding_pct,stock_industry_rs_dispersion_iqr_pit_3y_pct,stock_industry_rs_dispersion_iqr_pit_3y_robust_z,stock_industry_rs_dispersion_iqr_relative_to_all,stock_industry_rs_dispersion_iqr_relative_view_rank_pct,stock_industry_rs_tail_balance_p90_p10_pit_expanding_pct,stock_industry_rs_tail_balance_p90_p10_pit_3y_pct,stock_industry_rs_tail_balance_p90_p10_pit_3y_robust_z,stock_industry_rs_tail_balance_p90_p10_relative_to_all,stock_industry_rs_tail_balance_p90_p10_relative_view_rank_pct,stock_industry_rs_positive_mass_top10_pit_expanding_pct,stock_industry_rs_positive_mass_top10_pit_3y_pct,stock_industry_rs_positive_mass_top10_pit_3y_robust_z,stock_industry_rs_positive_mass_top10_relative_to_all,stock_industry_rs_positive_mass_top10_relative_view_rank_pct
2018-07-03,ALL_A,ALL_STATUS,2910,2910,1,116,2877,,,True,True,1,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.931034482759,0.879310344828,0.931034482759,0.0138809154809,0.0144984137459,0.0134731459071,0.0109104051781,0.0230743233916,0.00509356059156,-0.00478667286085,-0.00518858061877,-0.0163900181513,1,1,1,0.839603273555,0.79034800981,0.883025133044,,,,,,,0.0937051488959,0.206643782478,0.0458585772859,0.0218068185495,0.0117274448907,0.0475105385542,0.556075728358,0.373181098226,0.779554331908,,,,0,0.5,,,,0,0.5,,,,0,1,,,,0,0.25,,,,0,0.625,,,,0,0.75,,,,,,,,,,,,,,0,0.5,,,,0,0.5,,,,0,0.75
2018-07-03,CHINEXT_BOARD,ALL_STATUS,644,644,1,37,547,,,True,True,1,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.972972972973,0.945945945946,0.972972972973,0.0225763612218,0.024757854228,0.0231463757204,0.00878828203279,0.022330697339,0.00417145324632,0.00346131013675,0.00381122080545,-0.00941661237704,1,1,1,0.841600099949,0.761638471831,0.872723153815,,,,,,,0.117972818261,0.292194570628,0.060650079979,0.0624710607614,0.0104497168357,0.0801258742961,0.550579698375,0.362352529303,0.78243411376,,,,0.0419384902144,1,,,,0.00869544574089,1,,,,-0.00212212314531,0.25,,,,0.0082479829976,1,,,,0,0.625,,,,0.00199682639412,1,,,,,,,,,,,,,,0.0242676693654,1,,,,0.0406642422119,1,,,,-0.0054960299833,0.5
2018-07-03,SH_A,ALL_STATUS,1073,1073,1,69,920,,,True,True,1,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.927536231884,0.855072463768,0.927536231884,0.0124889489483,0.0134891950431,0.0106156242014,0.00944877279271,0.0234095969482,0.00508154154094,-0.000601945967535,-0.000947027621371,-0.00826763403822,1,1,1,0.815564222547,0.711352380233,0.877864711145,,,,,,,0.082857394329,0.18068201334,0.0414945229408,0.0122209879368,0.00598856256351,0.0127369106156,0.526113961302,0.340251080795,0.764791007922,,,,-0.00349825087456,0.25,,,,-0.00139196653254,0.25,,,,-0.00146163238539,0.5,,,,0.00418472689331,0.75,,,,0,0.625,,,,-0.0240390510084,0.25,,,,,,,,,,,,,,-0.0108477545669,0.25,,,,-0.00958583061269,0.25,,,,-0.0299617670569,0.25
2018-07-03,SZ_A,ALL_STATUS,1837,1837,1,95,1757,,,True,True,1,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.947368421053,0.894736842105,0.936842105263,0.0145783232824,0.0157291494165,0.0146297507124,0.0106958720973,0.0234069688883,0.00549466941833,-0.00185313758563,-0.00467353023939,-0.0122451291224,1,1,1,0.825693721159,0.793030336312,0.871635543962,,,,,,,0.099823566294,0.226325828065,0.0492774876825,0.0254118075523,0.0104593087591,0.0602149062021,0.565853365273,0.378816268173,0.785156849267,,,,0.016333938294,0.75,,,,0.000697407801513,0.75,,,,-0.000214533080799,0.75,,,,0.00293353527522,0.5,,,,0,0.625,,,,-0.0139095523963,0.5,,,,,,,,,,,,,,0.00611841739809,0.75,,,,0.00360498900283,0.75,,,,0.00977763691496,1
2018-07-03,ALL_A,NON_ST,2859,2859,1,115,2823,,,True,True,1,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.930434782609,0.886956521739,0.930434782609,0.0138355193194,0.0145664528201,0.0133858125057,0.0100652147386,0.0233621979876,0.00495362473071,-0.00398347950453,-0.00515397752779,-0.0162759937064,1,1,1,0.837138817762,0.792532752708,0.881963749118,,,,,,,0.0930869215778,0.206348825478,0.0460865567146,0.0217892718483,0.0113958105989,0.0502162189595,0.558430172049,0.375821510567,0.77986991767,,,,0,0.5,,,,0,0.5,,,,0,0.5,,,,0,0.25,,,,0,0.625,,,,0,0.75,,,,,,,,,,,,,,0,0.5,,,,0,0.5,,,,0,0.75
2018-07-03,CHINEXT_BOARD,NON_ST,644,644,1,37,547,,,True,True,1,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.972972972973,0.945945945946,0.972972972973,0.0225763612218,0.024757854228,0.0231463757204,0.00878828203279,0.022330697339,0.00417145324632,0.00346131013675,0.00381122080545,-0.00941661237704,1,1,1,0.841600099949,0.761638471831,0.872723153815,,,,,,,0.117972818261,0.292194570628,0.060650079979,0.0624710607614,0.0104497168357,0.0801258742961,0.550579698375,0.362352529303,0.78243411376,,,,0.0425381903643,1,,,,0.00874084190239,1,,,,-0.00127693270577,0.25,,,,0.00744478964129,1,,,,0,0.625,,,,0.00446128218703,1,,,,,,,,,,,,,,0.0248858966836,1,,,,0.0406817889131,1,,,,-0.00785047367402,0.5
2018-07-03,SH_A,NON_ST,1044,1044,1,69,899,,,True,True,1,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.927536231884,0.855072463768,0.927536231884,0.012987012987,0.0136911158647,0.0110390859713,0.0101496896678,0.0245912840855,0.00512793439623,-0.000245605635212,-0.00111120046121,-0.00827504417505,1,1,1,0.813651351008,0.701480585207,0.874237406932,,,,,,,0.0799921090622,0.175575975104,0.0401756078912,0.00864767703167,0.00548574821313,0.0156294336404,0.528128600117,0.344861020721,0.765663940918,,,,-0.00289855072464,0.25,,,,-0.000848506332377,0.25,,,,8.44749291933e-05,0.75,,,,0.00373787386932,0.75,,,,0,0.625,,,,-0.0234874667538,0.25,,,,,,,,,,,,,,-0.0130948125156,0.25,,,,-0.0131415948167,0.25,,,,-0.0303015719317,0.25
2018-07-03,SZ_A,NON_ST,1815,1815,1,95,1738,,,True,True,1,2018-07-03T15:00:00+08:00,2018-07-03T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.947368421053,0.894736842105,0.926315789474,0.0145783232824,0.0159822000842,0.0146297507124,0.0104142432288,0.0234069688883,0.00550775993137,-0.00392282945168,-0.00478873890779,-0.0122729778112,1,1,1,0.82505845897,0.788384656747,0.868944628718,,,,,,,0.100793127212,0.225575690191,0.0496249486634,0.0267145267771,0.00989210104473,0.0599339361209,0.565545685493,0.37804637022,0.783945642651,,,,0.0169336384439,0.75,,,,0.00074280396301,0.75,,,,0.000349028490268,1,,,,6.06500528492e-05,0.5,,,,0,0.625,,,,-0.0120803587917,0.5,,,,,,,,,,,,,,0.0077062056344,0.75,,,,0.00492525492876,0.75,,,,0.00711551344419,1
2018-07-04,ALL_A,ALL_STATUS,2909,2909,1,116,2876,,,True,True,2,2018-07-04T15:00:00+08:00,2018-07-04T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0.051724137931,0.051724137931,0.0258620689655,-0.0189125066937,-0.0174123540463,-0.0183804988408,0.0113938924095,0.0223976760688,0.00575374278484,-0.00197041403951,-0.00208121017999,-0.0112996701601,,,,0.858264641716,0.822202736532,0.894059762624,,,,,,,0.0901961397895,0.199976056417,0.0448277696113,0.0193003184635,0.00917844177141,0.0319932034985,0.541566341609,0.358720891002,0.77467093081,,,,0,1,,,,0,0.75,,,,0,1,,,,0,0.5,,,,,,,,,0,1,,,,,,,,,,,,,,0,0.5,,,,0,0.5,,,,0,1
2018-07-04,CHINEXT_BOARD,ALL_STATUS,644,644,1,37,547,,,True,True,2,2018-07-04T15:00:00+08:00,2018-07-04T15:00:00+08:00,CY-006:de8795f2ff78947997930933ad3354c7aa0c208fe0c4d3c09427c0d043e78ae2,0,0,0,-0.0272097346628,-0.0274682649441,-0.0279610148591,0.00842357343407,0.018954649853,0.00382773952902,-0.000263937167809,0.00476793428845,-0.0140950096568,1,1,1,0.84982935405,0.794236404642,0.887883179713,,,,,,,0.11940182334,0.25257643697,0.0563489900222,0.0411516976072,0.0117341712466,0.0572788264013,0.530125540598,0.349625191318,0.768542694824,,,,-0.051724137931,0.25,,,,-0.00829722796917,0.25,,,,-0.00297031897547,0.25,,,,0.0017064768717,0.75,,,,,,,,,-0.0084352876654,0.75,,,,,,,,,,,,,,0.0292056835508,1,,,,0.0218513791436,1,,,,-0.0114408010108,0.5
